iso3,year,unemployment
DEU,2006,10.277
DEU,2005,11.193
DEU,2004,10.727
DEU,2003,9.779
DEU,2002,8.482
DEU,2001,7.773
DEU,2000,7.917
DEU,1999,8.854
DEU,1998,9.787
DEU,1997,9.861
DEU,1996,8.822
DEU,1995,8.158
DEU,1994,8.727
DEU,1993,7.675
DEU,1992,6.323
DEU,1991,5.316
GHA,2025,2.979
GHA,2024,2.82
GHA,2023,2.829
GHA,2022,2.87
GHA,2021,3.2
GHA,2020,3.178
GHA,2019,3.067
GHA,2018,3.204
GHA,2017,3.369
GHA,2016,5.256
GHA,2015,6.806
GHA,2014,4.403
GHA,2013,2.173
GHA,2012,3.126
GHA,2011,4.213
GHA,2010,5.384
GHA,2009,5.362
GHA,2008,5.144
GHA,2007,5.104
GHA,2006,4.897
GHA,2005,5.816
GHA,2004,6.758
GHA,2003,7.728
GHA,2002,8.711
GHA,2001,9.615
GHA,2000,10.456
GHA,1999,10.1
GHA,1998,8.2
GHA,1997,7.639
GHA,1996,7.091
GHA,1995,6.484
GHA,1994,5.9
GHA,1993,5.231
GHA,1992,4.7
GHA,1991,3.489
GRC,2025,8.54
GRC,2024,10.02
GRC,2023,11.023
GRC,2022,12.426
GRC,2021,14.656
GRC,2020,15.899
GRC,2019,17.045
GRC,2018,19.179
GRC,2017,21.413
GRC,2016,23.514
GRC,2015,24.981
GRC,2014,26.708
GRC,2013,27.686
GRC,2012,24.731
GRC,2011,17.973
GRC,2010,12.719
GRC,2009,9.546
GRC,2008,7.664
GRC,2007,8.351
GRC,2006,8.906
GRC,2005,10.074
GRC,2004,10.628
GRC,2003,9.839
GRC,2002,10.346
GRC,2001,10.764
GRC,2000,11.345
GRC,1999,12.138
GRC,1998,12.227
GRC,1997,10.472
GRC,1996,10.402
GRC,1995,10.116
GRC,1994,9.808
GRC,1993,10.177
GRC,1992,8.927
GRC,1991,7.572
GUM,2025,5.569
GUM,2024,5.252
GUM,2023,5.262
GUM,2022,5.383
GUM,2021,6.0
GUM,2020,6.241
GUM,2019,5.405
GUM,2018,5.45
GUM,2017,5.418
GUM,2016,5.4
GUM,2015,6.9
GUM,2014,7.6
GUM,2013,11.5
GUM,2012,12.2
GUM,2011,13.3
GUM,2010,8.2
GUM,2009,9.3
GUM,2008,8.892
GUM,2007,8.3
GUM,2006,7.4
GUM,2005,7.0
GUM,2004,7.7
GUM,2003,9.693
GUM,2002,11.39
GUM,2001,13.213
GUM,2000,15.32
GUM,1999,13.95
GUM,1998,7.74
GUM,1997,9.67
GUM,1996,8.283
GUM,1995,7.9
GUM,1994,7.6
GUM,1993,5.527
GUM,1992,3.837
GUM,1991,3.509
GTM,2025,2.604
GTM,2024,2.613
GTM,2023,2.344
GTM,2022,3.051
GTM,2021,2.174
GTM,2020,2.965
GTM,2019,2.193
GTM,2018,2.283
GTM,2017,2.462
GTM,2016,2.583
GTM,2015,2.506
GTM,2014,2.717
GTM,2013,3.017
GTM,2012,2.765
GTM,2011,3.169
GTM,2010,3.497
GTM,2009,3.22
GTM,2008,2.898
GTM,2007,2.847
GTM,2006,2.96
GTM,2005,3.059
GTM,2004,2.971
GTM,2003,2.807
GTM,2002,2.254
GTM,2001,2.251
GTM,2000,2.143
GTM,1999,2.113
GTM,1998,2.145
GTM,1997,2.145
GTM,1996,2.156
GTM,1995,2.117
GTM,1994,2.12
GTM,1993,2.133
GTM,1992,2.163
GTM,1991,2.197
GIN,2025,5.163
GIN,2024,5.132
GIN,2023,5.141
GIN,2022,5.174
GIN,2021,5.815
GIN,2020,6.007
GIN,2019,5.018
GIN,2018,4.835
GIN,2017,4.86
GIN,2016,4.997
GIN,2015,5.15
GIN,2014,5.044
GIN,2013,4.944
GIN,2012,4.874
GIN,2011,5.024
GIN,2010,5.018
GIN,2009,4.914
GIN,2008,4.803
GIN,2007,4.787
GIN,2006,4.863
GIN,2005,4.814
GIN,2004,4.709
GIN,2003,4.628
GIN,2002,4.549
GIN,2001,4.584
GIN,2000,4.586
GIN,1999,4.517
GIN,1998,4.501
GIN,1997,4.477
GIN,1996,4.509
GIN,1995,4.494
GIN,1994,4.527
GIN,1993,4.561
GIN,1992,4.58
GIN,1991,4.56
GNB,2025,2.673
GNB,2024,2.647
GNB,2023,2.632
GNB,2022,2.666
GNB,2021,3.016
GNB,2020,2.887
GNB,2019,2.413
GNB,2018,3.127
GNB,2017,3.089
GNB,2016,3.139
GNB,2015,3.168
GNB,2014,3.285
GNB,2013,3.173
GNB,2012,3.135
GNB,2011,3.072
GNB,2010,3.121
GNB,2009,3.163
GNB,2008,3.157
GNB,2007,3.125
GNB,2006,3.143
GNB,2005,3.184
GNB,2004,3.226
GNB,2003,3.169
GNB,2002,3.146
GNB,2001,2.958
GNB,2000,3.358
GNB,1999,3.269
GNB,1998,3.349
GNB,1997,2.951
GNB,1996,2.994
GNB,1995,3.126
GNB,1994,3.173
GNB,1993,3.143
GNB,1992,3.083
GNB,1991,3.009
GUY,2025,11.962
GUY,2024,11.874
GUY,2023,11.917
GUY,2022,11.907
GUY,2021,14.576
GUY,2020,15.308
GUY,2019,13.172
GUY,2018,13.627
GUY,2017,13.466
GUY,2016,13.263
GUY,2015,13.009
GUY,2014,12.637
GUY,2013,12.296
GUY,2012,12.029
GUY,2011,11.811
GUY,2010,11.632
GUY,2009,11.307
GUY,2008,11.018
GUY,2007,10.84
GUY,2006,10.7
GUY,2005,11.085
GUY,2004,11.281
GUY,2003,11.529
GUY,2002,11.81
GUY,2001,11.796
GUY,2000,11.917
GUY,1999,11.771
GUY,1998,11.687
GUY,1997,11.565
GUY,1996,11.542
GUY,1995,11.566
GUY,1994,11.534
GUY,1993,11.617
GUY,1992,11.9
GUY,1991,12.092
HTI,2025,14.944
HTI,2024,14.609
HTI,2023,14.459
HTI,2022,14.54
HTI,2021,15.296
HTI,2020,15.573
HTI,2019,14.095
HTI,2018,13.934
HTI,2017,13.932
HTI,2016,13.902
HTI,2015,13.785
HTI,2014,13.808
HTI,2013,13.704
HTI,2012,14.1
HTI,2011,14.506
HTI,2010,15.244
HTI,2009,15.398
HTI,2008,16.204
HTI,2007,16.8
HTI,2006,15.866
HTI,2005,14.559
HTI,2004,13.415
HTI,2003,12.151
HTI,2002,11.008
HTI,2001,9.728
HTI,2000,8.443
HTI,1999,7.2
HTI,1998,7.165
HTI,1997,7.003
HTI,1996,7.304
HTI,1995,7.51
HTI,1994,7.858
HTI,1993,7.534
HTI,1992,7.387
HTI,1991,7.329
HND,2025,4.92
HND,2024,4.91
HND,2023,6.07
HND,2022,8.774
HND,2021,8.506
HND,2020,10.982
HND,2019,5.698
HND,2018,5.648
HND,2017,5.528
HND,2016,6.727
HND,2015,6.147
HND,2014,7.078
HND,2013,5.646
HND,2012,3.755
HND,2011,4.474
HND,2010,4.119
HND,2009,3.292
HND,2008,3.156
HND,2007,3.211
HND,2006,3.574
HND,2005,4.909
HND,2004,5.99
HND,2003,5.3
HND,2002,4.02
HND,2001,4.0
HND,2000,3.883
HND,1999,3.85
HND,1998,4.02
HND,1997,3.32
HND,1996,4.37
HND,1995,3.24
HND,1994,3.138
HND,1993,3.098
HND,1992,3.06
HND,1991,4.58
HKG,2025,2.799
HKG,2024,2.988
HKG,2023,2.949
HKG,2022,4.318
HKG,2021,5.174
HKG,2020,5.808
HKG,2019,2.917
HKG,2018,2.805
HKG,2017,3.124
HKG,2016,3.392
HKG,2015,3.314
HKG,2014,3.296
HKG,2013,3.4
HKG,2012,3.285
HKG,2011,3.422
HKG,2010,4.329
HKG,2009,5.26
HKG,2008,3.56
HKG,2007,4.01
HKG,2006,4.77
HKG,2005,5.58
HKG,2004,6.74
HKG,2003,7.86
HKG,2002,7.28
HKG,2001,5.09
HKG,2000,4.92
HKG,1999,6.25
HKG,1998,4.58
HKG,1997,2.22
HKG,1996,2.83
HKG,1995,3.22
HKG,1994,1.9
HKG,1993,1.96
HKG,1992,1.96
HKG,1991,1.8
HUN,2025,4.521
HUN,2024,4.5
HUN,2023,4.096
HUN,2022,3.583
HUN,2021,4.021
HUN,2020,4.248
HUN,2019,3.411
HUN,2018,3.667
HUN,2017,4.156
HUN,2016,5.115
HUN,2015,6.813
HUN,2014,7.725
HUN,2013,10.177
HUN,2012,11.003
HUN,2011,11.029
HUN,2010,11.172
HUN,2009,10.03
HUN,2008,7.817
HUN,2007,7.406
HUN,2006,7.494
HUN,2005,7.189
HUN,2004,5.832
HUN,2003,5.79
HUN,2002,5.608
HUN,2001,5.671
HUN,2000,6.563
HUN,1999,6.929
HUN,1998,8.925
HUN,1997,8.991
HUN,1996,10.022
HUN,1995,10.168
HUN,1994,10.847
HUN,1993,12.098
HUN,1992,9.942
HUN,1991,8.5
ISL,2025,3.625
ISL,2024,3.6
ISL,2023,3.518
ISL,2022,3.789
ISL,2021,6.029
ISL,2020,5.478
ISL,2019,3.507
ISL,2018,2.704
ISL,2017,2.742
ISL,2016,2.978
ISL,2015,3.979
ISL,2014,4.897
ISL,2013,5.376
ISL,2012,6.0
ISL,2011,7.028
ISL,2010,7.564
ISL,2009,7.22
ISL,2008,2.946
ISL,2007,2.251
ISL,2006,2.83
ISL,2005,2.547
ISL,2004,4.031
ISL,2003,3.997
ISL,2002,2.988
ISL,2001,1.874
ISL,2000,1.936
ISL,1999,2.178
ISL,1998,3.069
ISL,1997,3.72
ISL,1996,3.6
ISL,1995,5.196
ISL,1994,5.326
ISL,1993,5.257
ISL,1992,4.305
ISL,1991,2.548
IND,2025,4.219
IND,2024,4.173
IND,2023,4.172
IND,2022,4.822
IND,2021,6.38
IND,2020,7.859
IND,2019,6.51
IND,2018,7.652
IND,2017,7.626
IND,2016,7.611
IND,2015,7.629
IND,2014,7.656
IND,2013,7.678
IND,2012,7.645
IND,2011,7.609
IND,2010,7.631
IND,2009,7.636
IND,2008,7.629
IND,2007,7.562
IND,2006,7.553
IND,2005,7.551
IND,2004,7.598
IND,2003,7.633
IND,2002,7.681
IND,2001,7.611
IND,2000,7.589
IND,1999,7.583
IND,1998,7.596
IND,1997,7.574
IND,1996,7.537
IND,1995,7.57
IND,1994,7.593
IND,1993,7.662
IND,1992,7.649
IND,1991,7.641
IDN,2025,3.237
IDN,2024,3.301
IDN,2023,3.308
IDN,2022,3.462
IDN,2021,3.827
IDN,2020,4.255
IDN,2019,3.59
IDN,2018,4.387
IDN,2017,3.783
IDN,2016,4.301
IDN,2015,4.514
IDN,2014,4.049
IDN,2013,4.336
IDN,2012,4.468
IDN,2011,5.153
IDN,2010,5.614
IDN,2009,6.106
IDN,2008,7.208
IDN,2007,8.06
IDN,2006,7.551
IDN,2005,7.945
IDN,2004,7.303
IDN,2003,6.657
IDN,2002,6.604
IDN,2001,6.082
IDN,2000,6.077
IDN,1999,6.358
IDN,1998,5.459
IDN,1997,4.684
IDN,1996,4.861
IDN,1995,4.611
IDN,1994,4.366
IDN,1993,2.782
IDN,1992,2.734
IDN,1991,2.617
IRN,2025,8.301
IRN,2024,8.146
IRN,2023,8.129
IRN,2022,9.085
IRN,2021,9.282
IRN,2020,9.687
IRN,2019,10.74
IRN,2018,12.195
IRN,2017,12.232
IRN,2016,12.618
IRN,2015,11.166
IRN,2014,10.68
IRN,2013,10.595
IRN,2012,12.275
IRN,2011,12.491
IRN,2010,13.679
IRN,2009,12.113
IRN,2008,10.63
IRN,2007,10.772
IRN,2006,11.519
IRN,2005,11.813
IRN,2004,10.3
IRN,2003,11.529
IRN,2002,12.8
IRN,2001,12.362
IRN,2000,11.698
IRN,1999,11.176
IRN,1998,10.358
IRN,1997,9.68
IRN,1996,9.1
IRN,1995,9.904
IRN,1994,10.458
IRN,1993,10.573
IRN,1992,10.653
IRN,1991,11.1
IRQ,2025,15.485
IRQ,2024,15.293
IRQ,2023,15.239
IRQ,2022,15.41
IRQ,2021,16.173
IRQ,2020,15.766
IRQ,2019,14.096
IRQ,2018,13.458
IRQ,2017,13.02
IRQ,2016,10.82
IRQ,2015,10.865
IRQ,2014,10.59
IRQ,2013,9.222
IRQ,2012,7.965
IRQ,2011,8.193
IRQ,2010,8.267
IRQ,2009,8.415
IRQ,2008,8.466
IRQ,2007,8.646
IRQ,2006,8.411
IRQ,2005,8.57
IRQ,2004,8.715
IRQ,2003,8.959
IRQ,2002,8.619
IRQ,2001,8.249
IRQ,2000,8.038
IRQ,1999,7.979
IRQ,1998,8.064
IRQ,1997,8.269
IRQ,1996,8.516
IRQ,1995,8.431
IRQ,1994,8.221
IRQ,1993,8.36
IRQ,1992,8.346
IRQ,1991,8.639
IRL,2025,4.632
IRL,2024,4.3
IRL,2023,4.243
IRL,2022,4.465
IRL,2021,6.357
IRL,2020,5.623
IRL,2019,4.95
IRL,2018,5.741
IRL,2017,6.713
IRL,2016,8.374
IRL,2015,9.908
IRL,2014,11.858
IRL,2013,13.735
IRL,2012,15.451
IRL,2011,15.354
IRL,2010,14.534
IRL,2009,12.609
IRL,2008,6.774
IRL,2007,4.98
IRL,2006,4.355
IRL,2005,4.237
IRL,2004,4.491
IRL,2003,4.478
IRL,2002,4.216
IRL,2001,3.684
IRL,2000,4.318
IRL,1999,5.804
IRL,1998,7.699
IRL,1997,10.191
IRL,1996,11.692
IRL,1995,11.97
IRL,1994,14.544
IRL,1993,15.571
IRL,1992,15.021
IRL,1991,15.771
ISR,2025,3.489
ISR,2024,3.595
ISR,2023,3.371
ISR,2022,3.695
ISR,2021,4.812
ISR,2020,4.169
ISR,2019,3.731
ISR,2018,3.917
ISR,2017,4.14
ISR,2016,4.723
ISR,2015,5.176
ISR,2014,5.789
ISR,2013,6.137
ISR,2012,6.762
ISR,2011,7.139
ISR,2010,8.48
ISR,2009,9.534
ISR,2008,7.704
ISR,2007,9.379
ISR,2006,10.707
ISR,2005,11.342
ISR,2004,13.029
ISR,2003,13.505
ISR,2002,12.888
ISR,2001,11.812
ISR,2000,11.102
ISR,1999,11.183
ISR,1998,10.749
ISR,1997,9.751
ISR,1996,8.455
ISR,1995,8.782
ISR,1994,9.934
ISR,1993,12.741
ISR,1992,14.08
ISR,1991,13.387
ITA,2025,6.391
ITA,2024,6.5
ITA,2023,7.627
ITA,2022,8.069
ITA,2021,9.497
ITA,2020,9.192
ITA,2019,9.884
ITA,2018,10.538
ITA,2017,11.211
ITA,2016,11.688
ITA,2015,11.896
ITA,2014,12.683
ITA,2013,12.149
ITA,2012,10.655
ITA,2011,8.359
ITA,2010,8.363
ITA,2009,7.749
ITA,2008,6.723
ITA,2007,6.076
ITA,2006,6.777
ITA,2005,7.73
ITA,2004,7.866
ITA,2003,8.869
ITA,2002,9.211
ITA,2001,9.599
ITA,2000,10.834
ITA,1999,11.681
ITA,1998,12.117
ITA,1997,11.985
ITA,1996,11.864
ITA,1995,11.661
ITA,1994,11.086
ITA,1993,10.212
ITA,1992,9.321
ITA,1991,10.097
JAM,2025,3.286
JAM,2024,3.151
JAM,2023,3.022
JAM,2022,4.083
JAM,2021,5.188
JAM,2020,6.501
JAM,2019,4.987
JAM,2018,5.47
JAM,2017,7.399
JAM,2016,8.634
JAM,2015,8.825
JAM,2014,9.046
JAM,2013,9.698
JAM,2012,8.695
JAM,2011,8.034
JAM,2010,7.63
JAM,2009,7.314
JAM,2008,6.666
JAM,2007,6.607
JAM,2006,6.605
JAM,2005,6.577
JAM,2004,6.539
JAM,2003,6.534
JAM,2002,6.616
JAM,2001,6.641
JAM,2000,6.752
JAM,1999,6.813
JAM,1998,6.846
JAM,1997,6.693
JAM,1996,6.611
JAM,1995,6.325
JAM,1994,6.335
JAM,1993,6.235
JAM,1992,6.383
JAM,1991,6.233
JPN,2025,2.451
JPN,2024,2.5
JPN,2023,2.6
JPN,2022,2.614
JPN,2021,2.808
JPN,2020,2.809
JPN,2019,2.351
JPN,2018,2.467
JPN,2017,2.822
JPN,2016,3.132
JPN,2015,3.385
JPN,2014,3.589
JPN,2013,4.038
JPN,2012,4.358
JPN,2011,4.55
JPN,2010,5.102
JPN,2009,5.068
JPN,2008,4.002
JPN,2007,3.888
JPN,2006,4.192
JPN,2005,4.446
JPN,2004,4.734
JPN,2003,5.251
JPN,2002,5.386
JPN,2001,5.02
JPN,2000,4.748
JPN,1999,4.677
JPN,1998,4.078
JPN,1997,3.374
JPN,1996,3.383
JPN,1995,3.15
JPN,1994,2.89
JPN,1993,2.539
JPN,1992,2.158
JPN,1991,2.059
JOR,2025,16.535
JOR,2024,16.693
JOR,2023,16.62
JOR,2022,18.2
JOR,2021,19.837
JOR,2020,19.213
JOR,2019,16.801
JOR,2018,18.257
JOR,2017,18.12
JOR,2016,15.275
JOR,2015,13.075
JOR,2014,11.9
JOR,2013,12.6
JOR,2012,12.2
JOR,2011,12.9
JOR,2010,12.5
JOR,2009,12.9
JOR,2008,12.7
JOR,2007,13.1
JOR,2006,14.0
JOR,2005,14.8
JOR,2004,14.626
JOR,2003,14.5
JOR,2002,15.3
JOR,2001,14.7
JOR,2000,13.7
JOR,1999,13.763
JOR,1998,13.841
JOR,1997,13.74
JOR,1996,13.7
JOR,1995,14.6
JOR,1994,16.894
JOR,1993,19.7
JOR,1992,19.947
JOR,1991,21.439
KAZ,2025,4.771
KAZ,2024,4.833
KAZ,2023,4.835
KAZ,2022,4.86
KAZ,2021,5.568
KAZ,2020,4.89
KAZ,2019,4.8
KAZ,2018,4.85
KAZ,2017,4.9
KAZ,2016,4.96
KAZ,2015,4.93
KAZ,2014,5.06
KAZ,2013,5.2
KAZ,2012,5.29
KAZ,2011,5.39
KAZ,2010,5.77
KAZ,2009,6.55
KAZ,2008,6.63
KAZ,2007,7.26
KAZ,2006,7.79
KAZ,2005,8.13
KAZ,2004,8.4
KAZ,2003,8.78
KAZ,2002,9.33
KAZ,2001,10.43
KAZ,2000,12.75
KAZ,1999,13.46
KAZ,1998,13.13
KAZ,1997,13.01
KAZ,1996,12.96
KAZ,1995,10.98
KAZ,1994,7.54
KAZ,1993,1.11
KAZ,1992,1.0
KAZ,1991,0.9
KEN,2025,5.449
KEN,2024,5.487
KEN,2023,5.409
KEN,2022,5.565
KEN,2021,5.693
KEN,2020,5.613
KEN,2019,5.014
KEN,2018,4.284
KEN,2017,3.542
KEN,2016,2.757
KEN,2015,2.762
KEN,2014,2.767
KEN,2013,2.762
KEN,2012,2.678
KEN,2011,2.699
KEN,2010,2.793
KEN,2009,2.816
KEN,2008,2.751
KEN,2007,2.642
KEN,2006,2.673
KEN,2005,2.739
KEN,2004,2.844
KEN,2003,2.869
KEN,2002,2.916
KEN,2001,2.876
KEN,2000,2.884
KEN,1999,2.884
KEN,1998,2.843
KEN,1997,2.818
KEN,1996,2.773
KEN,1995,2.848
KEN,1994,2.955
KEN,1993,2.979
KEN,1992,2.894
KEN,1991,2.78
PRK,2025,3.545
PRK,2024,3.539
PRK,2023,3.463
PRK,2022,3.457
PRK,2021,3.692
PRK,2020,3.624
PRK,2019,3.439
PRK,2018,3.409
PRK,2017,3.498
PRK,2016,3.574
PRK,2015,3.523
PRK,2014,3.509
PRK,2013,3.567
PRK,2012,3.542
PRK,2011,3.516
PRK,2010,3.419
PRK,2009,3.48
PRK,2008,3.48
PRK,2007,3.547
PRK,2006,3.55
PRK,2005,3.576
PRK,2004,3.62
PRK,2003,3.668
PRK,2002,3.644
PRK,2001,3.676
PRK,2000,3.653
PRK,1999,3.67
PRK,1998,3.461
PRK,1997,3.253
PRK,1996,3.153
PRK,1995,3.114
PRK,1994,3.092
PRK,1993,2.98
PRK,1992,2.875
PRK,1991,2.845
KOR,2025,2.683
KOR,2024,2.784
KOR,2023,2.675
KOR,2022,2.857
KOR,2021,3.639
KOR,2020,3.931
KOR,2019,3.746
KOR,2018,3.824
KOR,2017,3.653
KOR,2016,3.65
KOR,2015,3.546
KOR,2014,3.082
KOR,2013,3.067
KOR,2012,2.812
KOR,2011,2.992
KOR,2010,3.324
KOR,2009,3.363
KOR,2008,2.959
KOR,2007,3.013
KOR,2006,3.254
KOR,2005,3.482
KOR,2004,3.42
KOR,2003,3.348
KOR,2002,3.046
KOR,2001,3.699
KOR,2000,4.063
KOR,1999,6.342
KOR,1998,6.963
KOR,1997,2.608
KOR,1996,2.048
KOR,1995,2.063
KOR,1994,2.476
KOR,1993,2.878
KOR,1992,2.513
KOR,1991,2.407
KWT,2025,2.181
KWT,2024,2.151
KWT,2023,2.08
KWT,2022,2.133
KWT,2021,2.97
KWT,2020,3.489
KWT,2019,2.213
KWT,2018,2.202
KWT,2017,2.23
KWT,2016,2.16
KWT,2015,2.2
KWT,2014,2.9
KWT,2013,2.465
KWT,2012,2.227
KWT,2011,2.051
KWT,2010,1.82
KWT,2009,1.64
KWT,2008,1.75
KWT,2007,1.5
KWT,2006,1.3
KWT,2005,1.455
KWT,2004,1.7
KWT,2003,1.3
KWT,2002,1.1
KWT,2001,0.8
KWT,2000,0.8
KWT,1999,0.7
KWT,1998,0.7
KWT,1997,0.7
KWT,1996,0.7
KWT,1995,0.694
KWT,1994,0.7
KWT,1993,0.8
KWT,1992,0.878
KWT,1991,0.884
KGZ,2025,3.526
KGZ,2024,3.491
KGZ,2023,3.498
KGZ,2022,4.767
KGZ,2021,5.149
KGZ,2020,5.945
KGZ,2019,5.45
KGZ,2018,4.559
KGZ,2017,4.425
KGZ,2016,4.294
KGZ,2015,4.138
KGZ,2014,4.02
KGZ,2013,3.881
KGZ,2012,3.786
KGZ,2011,3.644
KGZ,2010,3.503
KGZ,2009,3.343
KGZ,2008,3.207
KGZ,2007,3.094
KGZ,2006,2.962
KGZ,2005,2.816
KGZ,2004,2.68
KGZ,2003,2.548
KGZ,2002,2.416
KGZ,2001,2.273
KGZ,2000,2.143
KGZ,1999,2.001
KGZ,1998,1.861
KGZ,1997,1.739
KGZ,1996,1.647
KGZ,1995,1.539
KGZ,1994,1.41
KGZ,1993,1.258
KGZ,1992,1.1
KGZ,1991,1.0
LAO,2025,1.187
LAO,2024,1.174
LAO,2023,1.186
LAO,2022,1.209
LAO,2021,2.08
LAO,2020,2.349
LAO,2019,2.531
LAO,2018,2.897
LAO,2017,3.268
LAO,2016,2.634
LAO,2015,2.006
LAO,2014,1.733
LAO,2013,1.469
LAO,2012,1.208
LAO,2011,0.96
LAO,2010,0.708
LAO,2009,0.835
LAO,2008,0.944
LAO,2007,1.068
LAO,2006,1.199
LAO,2005,1.35
LAO,2004,1.498
LAO,2003,1.639
LAO,2002,1.775
LAO,2001,1.881
LAO,2000,2.045
LAO,1999,2.154
LAO,1998,2.293
LAO,1997,2.354
LAO,1996,2.45
LAO,1995,2.6
LAO,1994,2.634
LAO,1993,2.732
LAO,1992,2.71
LAO,1991,2.497
LVA,2025,6.568
LVA,2024,6.9
LVA,2023,6.465
LVA,2022,6.815
LVA,2021,7.513
LVA,2020,8.098
LVA,2019,6.312
LVA,2018,7.412
LVA,2017,8.715
LVA,2016,9.643
LVA,2015,9.873
LVA,2014,10.846
LVA,2013,11.867
LVA,2012,15.047
LVA,2011,16.206
LVA,2010,19.482
LVA,2009,17.515
LVA,2008,7.739
LVA,2007,6.052
LVA,2006,7.03
LVA,2005,10.033
LVA,2004,11.708
LVA,2003,12.061
LVA,2002,13.829
LVA,2001,13.821
LVA,2000,14.211
LVA,1999,13.79
LVA,1998,14.454
LVA,1997,14.9
LVA,1996,20.7
LVA,1995,19.0
LVA,1994,18.7
LVA,1993,16.7
LVA,1992,6.6
LVA,1991,2.7
LBN,2023,10.985
LBN,2022,11.105
LBN,2021,12.715
LBN,2020,13.252
LBN,2019,11.301
LBN,2018,10.755
LBN,2017,10.258
LBN,2016,9.794
LBN,2015,9.312
LBN,2014,8.84
LBN,2013,8.477
LBN,2012,7.952
LBN,2011,7.352
LBN,2010,6.768
LBN,2009,6.355
LBN,2008,7.666
LBN,2007,8.98
LBN,2006,8.679
LBN,2005,8.249
LBN,2004,7.85
LBN,2003,8.061
LBN,2002,8.248
LBN,2001,8.499
LBN,2000,8.641
LBN,1999,8.787
LBN,1998,8.571
LBN,1997,8.62
LBN,1996,8.413
LBN,1995,8.421
LBN,1994,8.321
LBN,1993,8.226
LBN,1992,8.225
LBN,1991,8.594
LSO,2025,16.315
LSO,2024,16.34
LSO,2023,16.348
LSO,2022,16.623
LSO,2021,18.214
LSO,2020,18.385
LSO,2019,16.876
LSO,2018,16.614
LSO,2017,16.379
LSO,2016,16.138
LSO,2015,16.223
LSO,2014,16.066
LSO,2013,15.926
LSO,2012,15.761
LSO,2011,16.115
LSO,2010,16.068
LSO,2009,16.115
LSO,2008,15.851
LSO,2007,15.942
LSO,2006,16.054
LSO,2005,16.031
LSO,2004,16.154
LSO,2003,16.056
LSO,2002,16.079
LSO,2001,16.081
LSO,2000,16.169
LSO,1999,16.167
LSO,1998,15.913
LSO,1997,15.822
LSO,1996,15.709
LSO,1995,15.797
LSO,1994,15.62
LSO,1993,15.568
LSO,1992,15.448
LSO,1991,15.495
LBR,2025,2.884
LBR,2024,2.914
LBR,2023,2.905
LBR,2022,2.956
LBR,2021,3.844
LBR,2020,4.102
LBR,2019,3.071
LBR,2018,3.058
LBR,2017,3.067
LBR,2016,3.081
LBR,2015,2.557
LBR,2014,2.079
LBR,2013,2.08
LBR,2012,2.146
LBR,2011,2.211
LBR,2010,2.266
LBR,2009,2.241
LBR,2008,2.221
LBR,2007,2.232
LBR,2006,2.28
LBR,2005,2.413
LBR,2004,2.424
LBR,2003,2.42
LBR,2002,2.222
LBR,2001,2.104
LBR,2000,2.018
LBR,1999,2.006
LBR,1998,2.061
LBR,1997,2.195
LBR,1996,2.397
LBR,1995,2.588
LBR,1994,2.652
LBR,1993,2.706
LBR,1992,2.724
LBR,1991,2.735
LBY,2025,18.758
LBY,2024,19.085
LBY,2023,18.713
LBY,2022,19.238
LBY,2021,19.779
LBY,2020,19.651
LBY,2019,19.087
LBY,2018,18.865
LBY,2017,19.053
LBY,2016,19.559
LBY,2015,19.69
LBY,2014,19.295
LBY,2013,19.311
LBY,2012,19.03
LBY,2011,19.504
LBY,2010,19.321
LBY,2009,19.29
LBY,2008,19.041
LBY,2007,18.771
LBY,2006,18.805
LBY,2005,18.66
LBY,2004,18.938
LBY,2003,19.074
LBY,2002,19.281
LBY,2001,19.239
LBY,2000,19.275
LBY,1999,19.233
LBY,1998,19.192
LBY,1997,19.151
LBY,1996,19.212
LBY,1995,19.331
LBY,1994,19.328
LBY,1993,19.006
LBY,1992,18.828
LBY,1991,18.601
LTU,2025,6.731
LTU,2024,6.851
LTU,2023,6.841
LTU,2022,5.955
LTU,2021,7.112
LTU,2020,8.487
LTU,2019,6.255
LTU,2018,6.147
LTU,2017,7.073
LTU,2016,7.862
LTU,2015,9.12
LTU,2014,10.698
LTU,2013,11.77
LTU,2012,13.365
LTU,2011,15.39
LTU,2010,17.814
LTU,2009,13.785
LTU,2008,5.826
LTU,2007,4.25
LTU,2006,5.78
LTU,2005,8.325
LTU,2004,10.684
LTU,2003,12.874
LTU,2002,13.008
LTU,2001,16.84
LTU,2000,15.931
LTU,1999,13.388
LTU,1998,13.711
LTU,1997,14.13
LTU,1996,16.4
LTU,1995,17.54
LTU,1994,13.8
LTU,1993,13.8
LTU,1992,1.2
LTU,1991,1.1
LUX,2025,6.343
LUX,2024,6.4
LUX,2023,5.184
LUX,2022,4.588
LUX,2021,5.571
LUX,2020,6.766
LUX,2019,5.592
LUX,2018,5.589
LUX,2017,5.523
LUX,2016,6.669
LUX,2015,6.796
LUX,2014,6.044
LUX,2013,6.045
LUX,2012,5.03
LUX,2011,5.122
LUX,2010,4.423
LUX,2009,5.194
LUX,2008,5.06
LUX,2007,4.065
LUX,2006,4.731
LUX,2005,4.488
LUX,2004,5.113
LUX,2003,3.675
LUX,2002,2.621
LUX,2001,1.805
LUX,2000,2.345
LUX,1999,2.39
LUX,1998,2.763
LUX,1997,2.527
