iso3,year,life_expectancy
COD,1992,49.323
COD,1991,48.944
COD,1990,48.538
COD,1989,48.149
COD,1988,47.755
COD,1987,47.362
COD,1986,47.016
COD,1985,46.663
COD,1984,46.514
COD,1983,46.207
COD,1982,45.946
COD,1981,45.726
COD,1980,45.543
COD,1979,45.278
COD,1978,44.628
COD,1977,44.866
COD,1976,44.695
COD,1975,44.53
COD,1974,44.311
COD,1973,44.09
COD,1972,43.869
COD,1971,43.578
COD,1970,43.3
COD,1969,42.959
COD,1968,42.667
COD,1967,42.339
COD,1966,42.169
COD,1965,40.767
COD,1964,40.099
COD,1963,40.604
COD,1962,40.382
COD,1961,40.161
COD,1960,40.752
COG,2024,66.001
COG,2023,65.772
COG,2022,65.0
COG,2021,64.192
COG,2020,64.391
COG,2019,63.152
COG,2018,64.472
COG,2017,64.203
COG,2016,63.911
COG,2015,63.662
COG,2014,63.349
COG,2013,62.969
COG,2012,62.662
COG,2011,62.286
COG,2010,61.731
COG,2009,61.215
COG,2008,60.79
COG,2007,60.05
COG,2006,59.474
COG,2005,58.73
COG,2004,57.957
COG,2003,57.131
COG,2002,56.414
COG,2001,55.885
COG,2000,55.371
COG,1999,54.427
COG,1998,52.551
COG,1997,48.575
COG,1996,55.24
COG,1995,55.474
COG,1994,55.641
COG,1993,56.041
COG,1992,56.483
COG,1991,56.764
COG,1990,57.07
COG,1989,57.292
COG,1988,57.493
COG,1987,57.59
COG,1986,57.633
COG,1985,57.608
COG,1984,57.54
COG,1983,57.428
COG,1982,57.236
COG,1981,57.065
COG,1980,56.803
COG,1979,56.524
COG,1978,56.248
COG,1977,56.027
COG,1976,55.699
COG,1975,55.402
COG,1974,55.053
COG,1973,54.744
COG,1972,54.361
COG,1971,53.983
COG,1970,53.555
COG,1969,53.114
COG,1968,52.62
COG,1967,51.91
COG,1966,51.557
COG,1965,50.996
COG,1964,50.363
COG,1963,49.729
COG,1962,49.038
COG,1961,48.351
COG,1960,47.595
CRI,2024,80.996
CRI,2023,80.799
CRI,2022,79.316
CRI,2021,78.05
CRI,2020,79.725
CRI,2019,80.296
CRI,2018,80.09
CRI,2017,79.994
CRI,2016,79.988
CRI,2015,80.407
CRI,2014,80.231
CRI,2013,80.189
CRI,2012,79.925
CRI,2011,79.624
CRI,2010,79.354
CRI,2009,79.372
CRI,2008,79.18
CRI,2007,79.098
CRI,2006,79.049
CRI,2005,78.877
CRI,2004,78.512
CRI,2003,78.214
CRI,2002,77.939
CRI,2001,77.609
CRI,2000,77.317
CRI,1999,77.058
CRI,1998,76.869
CRI,1997,76.603
CRI,1996,76.428
CRI,1995,76.44
CRI,1994,76.329
CRI,1993,76.315
CRI,1992,76.385
CRI,1991,76.237
CRI,1990,76.094
CRI,1989,75.85
CRI,1988,75.546
CRI,1987,75.224
CRI,1986,74.949
CRI,1985,74.765
CRI,1984,74.581
CRI,1983,74.245
CRI,1982,73.865
CRI,1981,73.441
CRI,1980,73.034
CRI,1979,72.537
CRI,1978,72.029
CRI,1977,71.519
CRI,1976,70.946
CRI,1975,70.253
CRI,1974,69.446
CRI,1973,68.731
CRI,1972,68.014
CRI,1971,67.413
CRI,1970,66.787
CRI,1969,66.363
CRI,1968,65.78
CRI,1967,65.552
CRI,1966,65.096
CRI,1965,64.76
CRI,1964,64.493
CRI,1963,64.326
CRI,1962,64.232
CRI,1961,63.86
CRI,1960,63.463
CIV,2024,62.11
CIV,2023,61.944
CIV,2022,61.562
CIV,2021,60.29
CIV,2020,60.14
CIV,2019,60.274
CIV,2018,59.795
CIV,2017,59.315
CIV,2016,58.814
CIV,2015,58.281
CIV,2014,57.772
CIV,2013,57.057
CIV,2012,56.57
CIV,2011,55.972
CIV,2010,55.282
CIV,2009,54.744
CIV,2008,54.179
CIV,2007,53.452
CIV,2006,52.885
CIV,2005,52.432
CIV,2004,51.939
CIV,2003,51.443
CIV,2002,51.544
CIV,2001,51.428
CIV,2000,51.393
CIV,1999,51.273
CIV,1998,51.22
CIV,1997,51.498
CIV,1996,51.596
CIV,1995,51.713
CIV,1994,52.005
CIV,1993,52.247
CIV,1992,52.429
CIV,1991,52.621
CIV,1990,52.796
CIV,1989,52.955
CIV,1988,53.062
CIV,1987,53.118
CIV,1986,53.009
CIV,1985,52.861
CIV,1984,52.648
CIV,1983,52.352
CIV,1982,52.09
CIV,1981,51.791
CIV,1980,51.437
CIV,1979,50.983
CIV,1978,50.361
CIV,1977,49.624
CIV,1976,48.863
CIV,1975,48.03
CIV,1974,47.207
CIV,1973,46.372
CIV,1972,45.575
CIV,1971,44.783
CIV,1970,44.045
CIV,1969,43.345
CIV,1968,42.648
CIV,1967,41.959
CIV,1966,41.297
CIV,1965,40.643
CIV,1964,39.966
CIV,1963,39.315
CIV,1962,38.62
CIV,1961,37.923
CIV,1960,37.244
HRV,2024,78.9292682926829
HRV,2023,78.4731707317073
HRV,2022,77.5756097560976
HRV,2021,76.4243902439025
HRV,2020,77.5243902439024
HRV,2019,78.2243902439024
HRV,2018,77.919512195122
HRV,2017,77.7268292682927
HRV,2016,77.9219512195122
HRV,2015,77.2756097560976
HRV,2014,77.7243902439024
HRV,2013,77.5707317073171
HRV,2012,77.1682926829268
HRV,2011,76.7756097560976
HRV,2010,76.4756097560976
HRV,2009,76.1682926829268
HRV,2008,75.9121951219512
HRV,2007,75.7056097560976
HRV,2006,75.8368292682927
HRV,2005,75.2446341463415
HRV,2004,75.520243902439
HRV,2003,74.6139024390244
HRV,2002,74.7173170731707
HRV,2001,74.5129268292683
HRV,2000,72.8078048780488
HRV,1999,72.6419512195122
HRV,1998,72.3170731707317
HRV,1997,72.4951219512195
HRV,1996,72.3653658536585
HRV,1995,72.0843902439024
HRV,1994,71.8034146341463
HRV,1993,71.5224390243903
HRV,1992,71.2414634146342
HRV,1991,72.1853658536586
HRV,1990,72.1704878048781
HRV,1989,71.8446341463415
HRV,1988,71.4882926829268
HRV,1987,71.470243902439
HRV,1986,71.4190243902439
HRV,1985,70.8860975609756
HRV,1984,70.2185365853659
HRV,1983,70.2748780487805
HRV,1982,70.4826829268293
HRV,1981,70.3443902439025
HRV,1980,70.1753658536586
HRV,1979,70.4273170731707
HRV,1978,70.5387804878049
HRV,1977,70.7443902439024
HRV,1976,70.4553658536585
HRV,1975,70.0019512195122
HRV,1974,70.4333414634146
HRV,1973,69.9239024390244
HRV,1972,69.5739268292683
HRV,1971,69.2641707317073
HRV,1970,68.9891219512195
HRV,1969,68.7662926829268
HRV,1968,68.6990731707317
HRV,1967,68.8450243902439
HRV,1966,68.7118292682927
HRV,1965,68.2781951219512
HRV,1964,67.8488780487805
HRV,1963,67.4221463414634
HRV,1962,67.0652682926829
HRV,1961,66.3461463414634
HRV,1960,65.7464878048781
CUB,2024,78.264
CUB,2023,78.085
CUB,2022,77.629
CUB,2021,73.201
CUB,2020,77.407
CUB,2019,77.413
CUB,2018,77.426
CUB,2017,77.3
CUB,2016,77.571
CUB,2015,77.745
CUB,2014,77.825
CUB,2013,78.028
CUB,2012,78.162
CUB,2011,78.051
CUB,2010,77.876
CUB,2009,77.584
CUB,2008,77.589
CUB,2007,77.55
CUB,2006,77.406
CUB,2005,77.54
CUB,2004,77.326
CUB,2003,77.405
CUB,2002,76.766
CUB,2001,76.429
CUB,2000,75.922
CUB,1999,75.719
CUB,1998,75.412
CUB,1997,75.064
CUB,1996,74.69
CUB,1995,74.346
CUB,1994,74.092
CUB,1993,73.874
CUB,1992,73.846
CUB,1991,73.757
CUB,1990,73.823
CUB,1989,73.69
CUB,1988,73.724
CUB,1987,73.596
CUB,1986,73.558
CUB,1985,73.464
CUB,1984,73.552
CUB,1983,73.564
CUB,1982,73.439
CUB,1981,72.996
CUB,1980,72.603
CUB,1979,72.272
CUB,1978,71.89
CUB,1977,71.411
CUB,1976,70.878
CUB,1975,70.375
CUB,1974,69.867
CUB,1973,69.347
CUB,1972,68.949
CUB,1971,68.432
CUB,1970,67.935
CUB,1969,67.358
CUB,1968,66.944
CUB,1967,66.514
CUB,1966,66.074
CUB,1965,65.636
CUB,1964,65.264
CUB,1963,64.347
CUB,1962,64.374
CUB,1961,63.743
CUB,1960,63.316
CUW,2024,76.989
CUW,2023,76.8
CUW,2022,76.729
CUW,2021,75.686
CUW,2020,76.501
CUW,2019,76.492
CUW,2018,76.493
CUW,2017,76.423
CUW,2016,76.322
CUW,2015,76.482
CUW,2014,76.384
CUW,2013,76.239
CUW,2012,75.96
CUW,2011,75.576
CUW,2010,75.117
CUW,2009,74.485
CUW,2008,74.314
CUW,2007,74.137
CUW,2006,73.978
CUW,2005,73.873
CUW,2004,73.735
CUW,2003,73.603
CUW,2002,73.472
CUW,2001,73.36
CUW,2000,73.283
CUW,1999,73.174
CUW,1998,73.084
CUW,1997,73.035
CUW,1996,72.945
CUW,1995,72.831
CUW,1994,72.791
CUW,1993,72.703
CUW,1992,72.65
CUW,1991,72.536
CUW,1990,72.439
CUW,1989,72.151
CUW,1988,72.23
CUW,1987,72.139
CUW,1986,71.996
CUW,1985,71.867
CUW,1984,71.715
CUW,1983,71.534
CUW,1982,71.377
CUW,1981,71.175
CUW,1980,70.951
CUW,1979,70.716
CUW,1978,70.445
CUW,1977,70.202
CUW,1976,69.951
CUW,1975,69.672
CUW,1974,69.394
CUW,1973,69.092
CUW,1972,68.811
CUW,1971,68.505
CUW,1970,68.23
CUW,1969,67.929
CUW,1968,67.67
CUW,1967,67.405
CUW,1966,67.136
CUW,1965,66.862
CUW,1964,66.59
CUW,1963,66.312
CUW,1962,66.027
CUW,1961,65.745
CUW,1960,65.406
CYP,2024,81.821
CYP,2023,81.648
CYP,2022,80.434
CYP,2021,80.573
CYP,2020,81.23
CYP,2019,81.454
CYP,2018,81.556
CYP,2017,81.543
CYP,2016,81.534
CYP,2015,81.464
CYP,2014,81.337
CYP,2013,81.317
CYP,2012,81.128
CYP,2011,80.855
CYP,2010,80.632
CYP,2009,80.375
CYP,2008,79.906
CYP,2007,79.798
CYP,2006,79.456
CYP,2005,79.198
CYP,2004,79.007
CYP,2003,78.908
CYP,2002,78.758
CYP,2001,78.185
CYP,2000,77.9
CYP,1999,77.572
CYP,1998,77.164
CYP,1997,77.119
CYP,1996,76.88
CYP,1995,76.583
CYP,1994,76.383
CYP,1993,76.294
CYP,1992,76.291
CYP,1991,76.246
CYP,1990,76.044
CYP,1989,75.841
CYP,1988,75.39
CYP,1987,75.264
CYP,1986,74.93
CYP,1985,74.64
CYP,1984,74.0
CYP,1983,73.708
CYP,1982,73.518
CYP,1981,73.053
CYP,1980,72.844
CYP,1979,72.179
CYP,1978,71.741
CYP,1977,71.258
CYP,1976,70.805
CYP,1975,70.336
CYP,1974,54.551
CYP,1973,69.005
CYP,1972,68.629
CYP,1971,68.351
CYP,1970,68.05
CYP,1969,67.599
CYP,1968,67.251
CYP,1967,66.906
CYP,1966,66.489
CYP,1965,66.124
CYP,1964,62.24
CYP,1963,61.779
CYP,1962,64.72
CYP,1961,64.076
CYP,1960,63.32
CZE,2024,79.9780487804878
CZE,2023,79.8268292682927
CZE,2022,78.9292682926829
CZE,2021,77.2219512195122
CZE,2020,78.2268292682927
CZE,2019,79.2292682926829
CZE,2018,79.0292682926829
CZE,2017,78.9780487804878
CZE,2016,79.0268292682927
CZE,2015,78.5780487804878
CZE,2014,78.8243902439024
CZE,2013,78.1756097560976
CZE,2012,78.0756097560976
CZE,2011,77.8731707317073
CZE,2010,77.4243902439025
CZE,2009,77.0780487804878
CZE,2008,76.9756097560976
CZE,2007,76.7243902439025
CZE,2006,76.5243902439024
CZE,2005,75.9243902439025
CZE,2004,75.7219512195122
CZE,2003,75.1707317073171
CZE,2002,75.2219512195122
CZE,2001,75.1731707317073
CZE,2000,74.9682926829268
CZE,1999,74.6682926829268
CZE,1998,74.5146341463415
CZE,1997,73.8248780487805
CZE,1996,73.7146341463415
CZE,1995,73.0748780487805
CZE,1994,72.9726829268293
CZE,1993,72.7678048780488
CZE,1992,72.2717073170732
CZE,1991,71.8982926829268
CZE,1990,71.3839024390244
CZE,1989,71.6756097560976
CZE,1988,71.6414634146342
CZE,1987,71.4456097560976
CZE,1986,70.9973170731707
CZE,1985,71.0463414634146
CZE,1984,70.8375609756098
CZE,1983,70.5914634146341
CZE,1982,70.8078048780488
CZE,1981,70.7221951219512
CZE,1980,70.2780487804878
CZE,1979,70.749512195122
CZE,1978,70.6439024390244
CZE,1977,70.5734146341463
CZE,1976,70.5326829268293
CZE,1975,70.4146341463415
CZE,1974,70.0865853658537
CZE,1973,70.0226829268293
CZE,1972,70.1765853658537
CZE,1971,69.6770731707317
CZE,1970,69.440243902439
CZE,1969,69.3670731707317
CZE,1968,69.8407317073171
CZE,1967,70.2641463414634
CZE,1966,70.3848780487805
CZE,1965,70.1631707317073
CZE,1964,70.459512195122
CZE,1963,70.3043902439025
CZE,1962,69.7868292682927
CZE,1961,70.5126829268293
CZE,1960,70.3487804878049
DNK,2024,82.2536585365854
DNK,2023,81.7536585365854
DNK,2022,81.3048780487805
DNK,2021,81.4048780487805
DNK,2020,81.6024390243903
DNK,2019,81.4512195121951
DNK,2018,80.9536585365854
DNK,2017,81.1024390243903
DNK,2016,80.8536585365854
DNK,2015,80.7024390243902
DNK,2014,80.7
DNK,2013,80.3
DNK,2012,80.0512195121951
DNK,2011,79.8
DNK,2010,79.1
DNK,2009,78.5975609756098
DNK,2008,78.4463414634146
DNK,2007,78.1951219512195
DNK,2006,78.0951219512195
DNK,2005,77.8439024390244
DNK,2004,77.4926829268293
DNK,2003,77.1439024390244
DNK,2002,76.8951219512195
DNK,2001,76.7926829268293
DNK,2000,76.5926829268293
DNK,1999,76.3414634146341
DNK,1998,76.1390243902439
DNK,1997,75.9451219512195
DNK,1996,75.5914634146342
DNK,1995,75.2126829268293
DNK,1994,75.3751219512195
DNK,1993,75.1168292682927
DNK,1992,75.1941463414634
DNK,1991,75.1578048780488
DNK,1990,74.8053658536585
DNK,1989,74.799756097561
DNK,1988,74.7717073170732
DNK,1987,74.6912195121951
DNK,1986,74.579756097561
DNK,1985,74.4275609756098
DNK,1984,74.5621951219512
DNK,1983,74.4204878048781
DNK,1982,74.5512195121951
DNK,1981,74.2304878048781
DNK,1980,74.1017073170732
DNK,1979,74.2192682926829
DNK,1978,74.3929268292683
DNK,1977,74.6324390243903
DNK,1976,73.739756097561
DNK,1975,74.0751219512195
DNK,1974,73.8082926829268
DNK,1973,73.6821951219512
DNK,1972,73.4390243902439
DNK,1971,73.4146341463415
DNK,1970,73.3434146341463
DNK,1969,73.2209756097561
DNK,1968,73.1214634146341
DNK,1967,72.9221951219512
DNK,1966,72.4441463414634
DNK,1965,72.3707317073171
DNK,1964,72.4851219512195
DNK,1963,72.4004878048781
DNK,1962,72.319756097561
DNK,1961,72.4382926829268
DNK,1960,72.1765853658537
DJI,2024,66.202
DJI,2023,65.987
DJI,2022,65.54
DJI,2021,63.83
DJI,2020,64.2
DJI,2019,64.381
DJI,2018,64.105
DJI,2017,63.71
DJI,2016,63.335
DJI,2015,62.833
DJI,2014,62.427
DJI,2013,62.116
DJI,2012,61.719
DJI,2011,61.337
DJI,2010,60.743
DJI,2009,60.351
DJI,2008,59.815
DJI,2007,59.362
DJI,2006,58.962
DJI,2005,58.548
DJI,2004,58.103
DJI,2003,58.041
DJI,2002,57.824
DJI,2001,57.506
DJI,2000,56.734
DJI,1999,56.564
DJI,1998,56.426
DJI,1997,56.207
DJI,1996,56.33
DJI,1995,56.234
DJI,1994,55.592
DJI,1993,55.734
DJI,1992,54.375
DJI,1991,55.194
DJI,1990,55.469
DJI,1989,55.369
DJI,1988,55.133
DJI,1987,54.832
DJI,1986,54.494
DJI,1985,54.075
DJI,1984,53.745
DJI,1983,53.334
DJI,1982,52.893
DJI,1981,52.355
DJI,1980,52.046
DJI,1979,51.597
DJI,1978,51.172
DJI,1977,50.755
DJI,1976,50.335
DJI,1975,49.923
DJI,1974,49.52
DJI,1973,49.097
DJI,1972,48.532
DJI,1971,47.259
DJI,1970,47.536
DJI,1969,47.067
DJI,1968,46.552
DJI,1967,46.103
DJI,1966,45.62
DJI,1965,45.234
DJI,1964,44.812
DJI,1963,44.442
DJI,1962,44.092
DJI,1961,43.781
DJI,1960,43.421
DMA,2024,71.294
DMA,2023,71.132
DMA,2022,71.081
DMA,2021,69.832
DMA,2020,71.269
DMA,2019,71.305
DMA,2018,71.378
DMA,2017,68.62
DMA,2016,71.189
DMA,2015,69.968
DMA,2014,71.189
DMA,2013,71.228
DMA,2012,71.391
DMA,2011,71.517
DMA,2010,71.68
DMA,2009,71.835
DMA,2008,71.945
DMA,2007,71.901
DMA,2006,72.007
DMA,2005,72.016
DMA,2004,71.987
DMA,2003,71.942
DMA,2002,71.927
DMA,2001,71.862
DMA,2000,71.715
DMA,1999,71.527
DMA,1998,71.352
DMA,1997,71.195
DMA,1996,71.039
DMA,1995,70.832
DMA,1994,70.777
DMA,1993,70.612
DMA,1992,70.473
DMA,1991,70.398
DMA,1990,70.471
DMA,1989,70.663
DMA,1988,70.974
DMA,1987,71.368
DMA,1986,71.671
DMA,1985,71.918
DMA,1984,71.913
DMA,1983,72.005
DMA,1982,71.749
DMA,1981,71.46
DMA,1980,71.013
DMA,1979,69.195
DMA,1978,70.115
DMA,1977,69.715
DMA,1976,69.411
DMA,1975,69.059
DMA,1974,68.585
DMA,1973,68.097
DMA,1972,67.468
DMA,1971,66.763
DMA,1970,66.208
DMA,1969,65.704
DMA,1968,65.277
DMA,1967,64.856
DMA,1966,64.457
DMA,1965,63.913
DMA,1964,63.278
DMA,1963,62.612
DMA,1962,61.894
DMA,1961,61.022
DMA,1960,60.076
DOM,2024,73.868
DOM,2023,73.72
DOM,2022,74.211
DOM,2021,71.757
DOM,2020,72.636
DOM,2019,73.112
DOM,2018,73.555
DOM,2017,73.37
DOM,2016,72.889
DOM,2015,72.982
DOM,2014,73.145
DOM,2013,73.038
DOM,2012,72.817
DOM,2011,72.496
DOM,2010,72.039
DOM,2009,71.587
DOM,2008,71.331
DOM,2007,71.097
DOM,2006,71.054
DOM,2005,71.043
DOM,2004,70.73
DOM,2003,70.856
DOM,2002,70.719
DOM,2001,70.553
DOM,2000,70.365
DOM,1999,70.178
DOM,1998,69.875
DOM,1997,69.809
DOM,1996,69.595
DOM,1995,69.394
DOM,1994,69.16
DOM,1993,68.86
DOM,1992,68.525
DOM,1991,68.154
DOM,1990,67.746
DOM,1989,67.331
DOM,1988,66.914
DOM,1987,66.49
DOM,1986,66.059
DOM,1985,65.614
DOM,1984,65.134
DOM,1983,64.63
DOM,1982,64.198
DOM,1981,63.776
DOM,1980,63.391
DOM,1979,62.425
DOM,1978,62.624
DOM,1977,62.2
DOM,1976,61.739
DOM,1975,61.254
DOM,1974,60.757
DOM,1973,60.228
DOM,1972,59.661
DOM,1971,59.09
DOM,1970,58.493
DOM,1969,57.886
DOM,1968,57.272
DOM,1967,56.646
DOM,1966,55.965
DOM,1965,52.842
DOM,1964,54.653
DOM,1963,53.754
DOM,1962,53.199
DOM,1961,52.447
DOM,1960,51.705
ECU,2024,77.579
ECU,2023,77.392
ECU,2022,76.577
ECU,2021,72.746
ECU,2020,72.004
ECU,2019,77.286
ECU,2018,77.248
ECU,2017,76.22
ECU,2016,76.094
ECU,2015,76.222
ECU,2014,76.141
ECU,2013,75.832
ECU,2012,75.486
ECU,2011,75.179
ECU,2010,75.188
ECU,2009,74.901
ECU,2008,74.709
ECU,2007,74.226
ECU,2006,74.01
ECU,2005,73.909
ECU,2004,73.868
ECU,2003,73.632
ECU,2002,73.164
ECU,2001,72.571
ECU,2000,72.09
ECU,1999,71.92
ECU,1998,71.949
ECU,1997,72.007
ECU,1996,71.82
ECU,1995,71.349
ECU,1994,70.876
ECU,1993,70.07
ECU,1992,69.468
ECU,1991,69.04
ECU,1990,68.445
ECU,1989,67.817
ECU,1988,67.038
ECU,1987,66.587
ECU,1986,66.123
ECU,1985,65.625
ECU,1984,65.202
ECU,1983,64.659
ECU,1982,64.271
ECU,1981,63.809
ECU,1980,63.326
ECU,1979,62.854
ECU,1978,62.397
ECU,1977,61.935
ECU,1976,61.425
ECU,1975,61.085
ECU,1974,60.7
ECU,1973,60.306
ECU,1972,59.816
ECU,1971,59.343
ECU,1970,58.85
ECU,1969,58.267
ECU,1968,57.946
ECU,1967,57.482
ECU,1966,57.019
ECU,1965,56.524
ECU,1964,55.95
ECU,1963,55.322
ECU,1962,54.681
ECU,1961,54.052
ECU,1960,53.396
EGY,2024,71.806
EGY,2023,71.633
EGY,2022,71.01
EGY,2021,68.976
EGY,2020,69.79
EGY,2019,71.213
EGY,2018,70.974
EGY,2017,70.709
EGY,2016,70.437
EGY,2015,70.135
EGY,2014,69.911
EGY,2013,69.632
EGY,2012,69.464
EGY,2011,69.232
EGY,2010,69.078
EGY,2009,68.915
EGY,2008,68.761
EGY,2007,68.627
EGY,2006,68.493
EGY,2005,68.355
EGY,2004,68.211
EGY,2003,68.045
EGY,2002,67.846
EGY,2001,67.612
EGY,2000,67.332
EGY,1999,67.01
EGY,1998,66.635
EGY,1997,66.207
EGY,1996,65.733
EGY,1995,65.214
EGY,1994,64.663
EGY,1993,64.147
EGY,1992,63.585
EGY,1991,63.059
EGY,1990,62.513
EGY,1989,61.949
EGY,1988,61.358
EGY,1987,60.736
EGY,1986,60.085
EGY,1985,59.405
EGY,1984,58.697
EGY,1983,57.967
EGY,1982,57.219
EGY,1981,56.454
EGY,1980,55.673
EGY,1979,54.876
EGY,1978,54.075
EGY,1977,53.272
EGY,1976,52.484
EGY,1975,51.734
EGY,1974,51.044
EGY,1973,50.098
EGY,1972,49.908
EGY,1971,49.48
EGY,1970,49.0
EGY,1969,48.7
EGY,1968,48.602
EGY,1967,48.13
EGY,1966,47.988
EGY,1965,47.577
EGY,1964,47.075
EGY,1963,46.493
EGY,1962,45.844
EGY,1961,45.146
EGY,1960,44.436
SLV,2024,72.302
SLV,2023,72.099
SLV,2022,71.969
SLV,2021,69.941
SLV,2020,70.244
SLV,2019,71.725
SLV,2018,71.384
SLV,2017,71.007
SLV,2016,70.908
SLV,2015,70.952
SLV,2014,71.144
SLV,2013,71.225
SLV,2012,71.42
SLV,2011,71.192
SLV,2010,70.909
SLV,2009,70.359
SLV,2008,70.138
SLV,2007,69.82
SLV,2006,69.612
SLV,2005,69.336
SLV,2004,69.295
SLV,2003,68.792
SLV,2002,68.526
SLV,2001,67.965
SLV,2000,67.711
SLV,1999,67.285
SLV,1998,66.655
SLV,1997,66.248
SLV,1996,65.48
SLV,1995,64.903
SLV,1994,64.47
SLV,1993,63.998
SLV,1992,62.944
SLV,1991,62.542
SLV,1990,61.981
SLV,1989,61.254
SLV,1988,59.977
SLV,1987,59.402
SLV,1986,59.329
SLV,1985,58.031
SLV,1984,56.571
SLV,1983,54.373
SLV,1982,53.342
SLV,1981,50.889
SLV,1980,48.589
SLV,1979,53.805
SLV,1978,54.709
SLV,1977,54.047
SLV,1976,54.375
SLV,1975,53.422
SLV,1974,52.891
SLV,1973,52.782
SLV,1972,51.956
SLV,1971,51.665
SLV,1970,51.364
SLV,1969,51.279
SLV,1968,50.837
SLV,1967,50.844
SLV,1966,50.672
SLV,1965,50.208
SLV,1964,49.75
SLV,1963,49.38
SLV,1962,49.001
SLV,1961,48.633
SLV,1960,48.292
GNQ,2024,63.906
GNQ,2023,63.707
GNQ,2022,63.355
GNQ,2021,62.447
GNQ,2020,62.141
GNQ,2019,62.297
GNQ,2018,61.915
GNQ,2017,61.481
GNQ,2016,61.081
GNQ,2015,60.635
GNQ,2014,60.228
GNQ,2013,59.784
GNQ,2012,59.301
GNQ,2011,58.827
GNQ,2010,58.344
GNQ,2009,57.881
GNQ,2008,57.384
GNQ,2007,56.857
GNQ,2006,56.354
GNQ,2005,55.766
GNQ,2004,55.307
GNQ,2003,54.791
GNQ,2002,54.324
GNQ,2001,53.827
GNQ,2000,53.395
GNQ,1999,53.001
GNQ,1998,52.646
GNQ,1997,52.365
GNQ,1996,52.123
GNQ,1995,51.926
GNQ,1994,51.785
GNQ,1993,51.671
GNQ,1992,51.579
GNQ,1991,51.497
GNQ,1990,51.397
GNQ,1989,51.292
GNQ,1988,51.184
GNQ,1987,50.99
GNQ,1986,50.848
GNQ,1985,50.599
GNQ,1984,50.195
GNQ,1983,50.046
GNQ,1982,49.666
GNQ,1981,49.107
GNQ,1980,48.78
GNQ,1979,43.033
GNQ,1978,42.331
GNQ,1977,42.008
GNQ,1976,30.537
GNQ,1975,37.32
GNQ,1974,41.486
GNQ,1973,44.658
GNQ,1972,44.441
GNQ,1971,37.229
GNQ,1970,31.086
GNQ,1969,31.0
GNQ,1968,44.852
GNQ,1967,44.595
GNQ,1966,44.334
GNQ,1965,44.069
GNQ,1964,43.805
GNQ,1963,43.54
GNQ,1962,43.275
GNQ,1961,43.008
GNQ,1960,42.742
ERI,2024,68.893
ERI,2023,68.624
ERI,2022,67.789
ERI,2021,66.94
ERI,2020,66.98
ERI,2019,67.306
ERI,2018,66.979
ERI,2017,66.612
ERI,2016,66.242
ERI,2015,65.909
ERI,2014,65.517
ERI,2013,65.005
ERI,2012,64.697
ERI,2011,64.231
ERI,2010,63.665
ERI,2009,63.203
ERI,2008,62.422
ERI,2007,61.998
ERI,2006,61.457
ERI,2005,60.628
ERI,2004,60.063
ERI,2003,59.455
ERI,2002,58.941
ERI,2001,58.359
ERI,2000,56.285
ERI,1999,44.506
ERI,1998,49.997
ERI,1997,56.155
ERI,1996,55.498
ERI,1995,54.822
ERI,1994,54.027
ERI,1993,53.189
ERI,1992,52.436
ERI,1991,50.516
ERI,1990,49.733
ERI,1989,47.802
ERI,1988,48.094
ERI,1987,47.363
ERI,1986,39.541
ERI,1985,38.586
ERI,1984,37.679
ERI,1983,37.173
ERI,1982,44.891
ERI,1981,44.974
ERI,1980,44.625
ERI,1979,43.78
ERI,1978,43.38
ERI,1977,42.984
ERI,1976,42.587
ERI,1975,39.031
ERI,1974,39.001
ERI,1973,41.131
ERI,1972,40.723
ERI,1971,41.527
ERI,1970,41.162
ERI,1969,40.792
ERI,1968,40.483
ERI,1967,40.151
ERI,1966,37.634
ERI,1965,39.576
ERI,1964,39.184
ERI,1963,38.833
ERI,1962,38.346
ERI,1961,37.912
ERI,1960,37.443
EST,2024,79.2951219512195
EST,2023,78.7926829268293
EST,2022,77.8439024390244
EST,2021,76.9439024390244
EST,2020,78.5951219512195
EST,2019,78.6463414634147
EST,2018,78.2439024390244
EST,2017,78.0926829268293
EST,2016,77.6414634146342
EST,2015,77.590243902439
EST,2014,77.0341463414634
EST,2013,77.1414634146341
EST,2012,76.3268292682927
EST,2011,76.2292682926829
EST,2010,75.4292682926829
EST,2009,74.8243902439024
EST,2008,73.7707317073171
EST,2007,72.8146341463415
EST,2006,72.6914634146341
EST,2005,72.5682926829268
EST,2004,71.909756097561
EST,2003,71.3170731707317
EST,2002,70.9048780487805
EST,2001,70.2585365853659
EST,2000,70.4170731707317
EST,1999,70.0634146341463
EST,1998,69.3585365853659
EST,1997,69.809756097561
EST,1996,69.6121951219512
EST,1995,67.5439024390244
EST,1994,66.5
EST,1993,67.909756097561
EST,1992,68.8634146341464
EST,1991,69.3731707317073
EST,1990,69.4756097560976
EST,1989,70.0390243902439
EST,1988,70.6975609756098
EST,1987,70.6439024390244
EST,1986,70.0853658536585
EST,1985,69.3804878048781
EST,1984,69.2780487804878
EST,1983,69.3756097560976
EST,1982,69.1268292682927
EST,1981,68.9780487804878
EST,1980,69.1147804878049
EST,1979,69.0543170731707
EST,1978,69.2972682926829
EST,1977,69.4489512195122
EST,1976,69.3450731707317
EST,1975,69.7081219512195
EST,1974,70.3461951219512
EST,1973,70.2300243902439
EST,1972,69.9291951219512
EST,1971,70.1225609756098
