iso3,year,intentional_homicides
AUS,2001,1.79185252403083
AUS,2000,1.89207133777963
AUS,1999,2.03596185527632
AUS,1998,1.78593227563009
AUS,1997,1.96704523731198
AUS,1996,1.93386535571719
AUS,1995,1.96735685247661
AUS,1994,1.7879658555513
AUS,1993,1.87892384044585
AUS,1992,1.71516925030892
AUS,1991,1.95929365734864
AUS,1990,2.18377608517614
AUT,2023,0.876191031111463
AUT,2022,0.871514782049046
AUT,2021,0.724875548626241
AUT,2020,0.728584791296886
AUT,2019,0.86703158562286
AUT,2018,0.972669073494819
AUT,2017,0.795565065715095
AUT,2016,0.617996363091403
AUT,2015,0.509021333026224
AUT,2014,0.491353494620118
AUT,2013,0.719220332146561
AUT,2012,0.960671644685274
AUT,2011,0.917401680155648
AUT,2010,0.729220953530514
AUT,2009,0.611139601001334
AUT,2008,0.696842970941948
AUT,2007,0.542367847855454
AUT,2006,0.737614857062635
AUT,2005,0.656199514789066
AUT,2004,0.721845781686185
AUT,2003,0.61556629267321
AUT,2002,0.804292546441553
AUT,2001,0.870405077197159
AUT,2000,1.02334627242376
AUT,1999,0.750573015586587
AUT,1998,0.965097862489974
AUT,1997,0.828125812637664
AUT,1996,1.24357572236205
AUT,1995,0.981092399848233
AUT,1994,1.10856993848067
AUT,1993,1.01169833103288
AUT,1992,1.23681706022101
AUT,1991,1.32780896051895
AUT,1990,1.15891082955944
AZE,2023,2.16122820563689
AZE,2022,1.78722260168325
AZE,2021,1.7001534193041
AZE,2020,2.15091148557269
AZE,2019,1.66164299896889
AZE,2018,1.96219351122527
AZE,2017,1.82574937607272
AZE,2016,1.71253212771072
AZE,2015,2.16347016513122
AZE,2014,2.45038540616903
AZE,2013,2.32523663491333
AZE,2012,2.15439538519976
AZE,2011,2.27956547808754
AZE,2010,2.25214132449197
AZE,2008,2.14701734840338
AZE,2007,2.14083972909202
AZE,2002,2.54619986576002
AZE,2001,2.64185728383987
AZE,2000,2.76459853289117
AZE,1999,2.98748042012122
AZE,1998,3.48874704640183
AZE,1997,3.57852915269565
AZE,1996,5.10791622302286
AZE,1995,5.73887608581187
AZE,1994,6.55811561550412
AZE,1993,6.36983841532279
AZE,1992,7.615673163394
AZE,1991,4.8808445036769
AZE,1990,4.54980634281726
BHS,2022,32.1981392997156
BHS,2021,30.0222265391437
BHS,2020,18.4407464713126
BHS,2019,24.0704681959437
BHS,2018,23.1718729111893
BHS,2017,31.2431975620062
BHS,2016,28.6041558488412
BHS,2015,37.8879787412108
BHS,2014,31.9122778565412
BHS,2013,31.4023111045433
BHS,2012,29.2966539226222
BHS,2011,34.1646737273659
BHS,2010,25.5797974025621
BHS,2009,23.9794933987487
BHS,2008,20.3842002901258
BHS,2007,22.0753988076454
BHS,2006,17.5098672407607
BHS,2005,15.1209384287019
BHS,2004,12.949479372068
BHS,2003,14.8979120576251
BHS,2002,15.6808819893008
BHS,2001,13.1163142546883
BHS,2000,22.8511433291645
BHS,1997,14.7955876984338
BHS,1996,16.6520824898455
BHS,1995,13.2687146927795
BHS,1994,17.5374103315582
BHS,1993,12.0134756872995
BHS,1992,14.3393243730043
BHS,1991,9.97396083795519
BHS,1990,16.307627077184
BHR,2022,0.195636140255462
BHR,2021,0.0665883809268237
BHR,2019,0.269238704006036
BHR,2018,0.333861836620704
BHR,2017,0.40485966551844
BHR,2016,0.279797762177498
BHR,2015,0.219034059796298
BHR,2014,0.685532521662828
BHR,2013,0.874958141207108
BHR,2012,0.739947200656415
BHR,2011,0.994424592783129
BHR,2010,0.164847301944209
BHR,2009,1.09833893134157
BHR,2008,0.535373224289705
BHR,2007,0.378284574027927
BHR,2002,1.06355046380771
BHR,2001,1.28579602560448
BHR,1997,0.961530756965088
BHR,1996,1.31450739656881
BHR,1995,0.842854782863751
BGD,2018,2.34217668208578
BGD,2017,2.18822635384583
BGD,2016,2.23304324758363
BGD,2015,2.53163478437081
BGD,2014,2.85759633031455
BGD,2013,2.80645239116244
BGD,2012,2.65299368492385
BGD,2011,2.58218128044816
BGD,2010,2.62020241832397
BGD,2009,2.7963784334228
BGD,2008,2.74227810461832
BGD,2007,2.61032424254411
BGD,2006,2.84551231101236
BGD,2005,2.48210654779569
BGD,2004,2.73052626299689
BGD,2003,2.46221986613972
BGD,2002,2.52134727497062
BGD,2001,2.68848229951461
BGD,2000,2.48468340032929
BRB,2023,7.43794627677661
BRB,2022,15.2310515092909
BRB,2021,11.3416257157186
BRB,2020,14.5545939268294
BRB,2019,17.0692460193985
BRB,2018,9.9746892260888
BRB,2017,10.7077463406277
BRB,2016,7.86845375942203
BRB,2015,11.1115093730958
BRB,2014,8.98156264819578
BRB,2013,8.64350926476149
BRB,2012,7.94403069284586
BRB,2011,9.7776844270458
BRB,2010,11.2627546154587
BRB,2009,6.93120776295269
BRB,2008,8.43372831294266
BRB,2007,9.21528188625762
BRB,2006,12.9628909469021
BRB,2005,10.7924646267668
BRB,2004,8.23051425749538
BRB,2003,12.416471013184
BRB,2002,9.46439117464452
BRB,2001,9.52651323899545
BRB,2000,7.63175267015947
BRB,1999,8.76132067385984
BRB,1998,7.62090566842964
BRB,1995,6.4875715302464
BRB,1994,7.64466087328783
BRB,1993,8.04514475514027
BRB,1992,8.45287426541641
BRB,1991,8.09646358037186
BRB,1990,13.148659126813
BLR,2019,2.38463165310244
BLR,2018,2.38395844908102
BLR,2017,2.5274359757027
BLR,2016,3.23189754442635
BLR,2015,3.43617510284546
BLR,2014,3.58925893151456
BLR,2013,3.51842837615655
BLR,2012,3.59291188230382
BLR,2011,3.93761674954488
BLR,2010,4.22516594181188
BLR,2009,5.12235971019014
BLR,2008,5.79262527444136
BLR,2007,6.7864785114628
BLR,2002,10.0167626319454
BLR,2001,9.75038903448508
BLR,2000,10.1388075821466
BLR,1999,9.70194605698071
BLR,1998,10.2771879609885
BLR,1997,10.0865766139214
BLR,1996,9.54346099516161
BLR,1995,9.4141057724796
BLR,1994,8.10346868537203
BLR,1993,7.38186093198924
BLR,1992,5.81352018287338
BLR,1991,4.56155643837205
BLR,1990,4.98710984271411
BEL,2021,1.08030153549307
BEL,2002,3.08720442799957
BEL,2001,2.74132280198769
BEL,2000,2.06794627670662
BEL,1997,1.42415668316462
BEL,1996,1.18145476364776
BEL,1995,1.40077229903727
BEL,1994,1.18623897545331
BEL,1993,1.43490345712787
BEL,1992,1.20397149301638
BEL,1991,1.02242863470673
BEL,1990,1.04078369840703
BLZ,2022,28.0582917218107
BLZ,2021,31.6178339760185
BLZ,2020,26.0995390360826
BLZ,2019,34.7304566666278
BLZ,2018,37.609161907442
BLZ,2017,38.0491503919464
BLZ,2016,37.8388012229062
BLZ,2015,33.3957281531601
BLZ,2014,35.2513810373364
BLZ,2013,28.9789741443153
BLZ,2012,43.3594287320507
BLZ,2011,37.8859632506156
BLZ,2010,40.2816593545567
BLZ,2009,31.028680737267
BLZ,2008,33.841336699944
BLZ,2007,32.7592029719689
BLZ,2006,31.9579266947688
BLZ,2005,28.9564420040003
BLZ,2004,29.0774177044667
BLZ,2003,25.3999545075442
BLZ,2002,33.9832466500136
BLZ,2001,25.7671255764891
BLZ,2000,17.026648781764
BEN,2017,1.1274974068
BMU,2023,6.18257133141674
BMU,2022,13.8999359058511
BMU,2021,10.8278678381388
BMU,2020,10.8726041440154
BMU,2018,7.83318450282778
BMU,2017,7.86429374710004
BMU,2016,12.6086511107434
BMU,2015,6.30283548811522
BMU,2014,6.29633710588865
BMU,2013,7.86491226690366
BMU,2012,9.42714388963957
BMU,2011,12.5524653826541
BMU,2010,10.9846136946748
BMU,2009,9.439156768662
BMU,2008,7.89895654784003
BMU,2007,4.7611868051643
BMU,2006,4.77452314450094
BMU,2005,3.18923314888935
BMU,2004,1.5985932379506
BMU,2003,3.20584746577758
BMU,2002,1.60920465060144
BMU,2001,4.84907261486241
BMU,1999,3.27201040499309
BMU,1997,3.32352892301045
BMU,1996,6.6875094043101
BMU,1994,10.1361624488968
BMU,1993,5.10069624503745
BMU,1992,1.71210889012541
BMU,1991,5.17384105960265
BMU,1990,1.73736285691948
BTN,2020,2.46751324015657
BTN,2019,1.04599228057697
BTN,2018,1.18458616482332
BTN,2017,1.72337338408889
BTN,2016,1.20342414282773
BTN,2015,1.62026847848689
BTN,2013,3.30909878073498
BTN,2012,4.60071701477597
BTN,2011,4.51100049761974
BTN,2010,2.28039770135912
BTN,2009,2.30551536914183
BTN,2008,2.62256292876172
BTN,2007,2.06294638844396
BTN,2006,1.34168257430126
BTN,2005,1.66196908586412
BTN,2004,2.30576078961547
BTN,2003,0.784112623664362
BTN,2002,3.04287978142514
BTN,2001,3.11070253579559
BTN,2000,3.01576743741864
BTN,1999,2.23145702127952
BTN,1998,1.93173935567712
BTN,1997,1.25291638662494
BTN,1996,2.18665466436218
BTN,1995,2.91976663765149
BTN,1994,3.60686928254861
BTN,1993,3.42544474442126
BTN,1992,4.67310747801043
BTN,1991,2.00072192716205
BTN,1990,3.39393198899687
BOL,2023,4.41843313132273
BOL,2022,4.01584677979597
BOL,2021,3.50161189331694
BOL,2020,3.62211536699793
BOL,2019,4.25827764835632
BOL,2018,4.98767505522938
BOL,2017,6.58463782839173
BOL,2016,5.74238712195448
BOL,2015,4.92977342561603
BIH,2023,1.22446173133237
BIH,2022,1.09211115070447
BIH,2021,0.986160622452258
BIH,2020,1.3032872085846
BIH,2019,1.25540534198886
BIH,2018,1.15146147032772
BIH,2017,1.22496031638975
BIH,2016,1.29570864177198
BIH,2015,1.61998987932639
BIH,2014,1.40259182137488
BIH,2013,1.27393509411472
BIH,2012,1.71656816607988
BIH,2011,1.36298129441799
BIH,2010,1.46924881899287
BIH,2009,1.82999406669529
BIH,2008,1.67192542098005
BIH,2007,1.64448112135673
BIH,2004,1.64212058622739
BIH,2002,2.14899585184106
BIH,2001,1.96198627662379
BIH,2000,2.37993841729047
BIH,1990,1.64094651593337
BWA,2021,11.3681767255945
BWA,2020,9.3410798076921
BWA,2010,14.9032725963493
BWA,2009,14.5177033093833
BWA,2008,14.4104744148694
BWA,2007,14.6504737073704
BWA,2006,13.9235904298522
BWA,2005,15.8162746748832
BWA,2004,14.3319908850751
BWA,2003,17.5701744036911
BWA,2002,14.6151696864186
BWA,2001,12.4397431689457
BRA,2023,19.2752957673079
BRA,2022,20.0811754127452
BRA,2021,20.5048626655709
BRA,2020,21.8129091470528
BRA,2019,21.2445602088385
BRA,2018,27.1606152370358
BRA,2017,31.1611756216413
BRA,2016,30.1193623667804
BRA,2015,28.8503019791216
BRA,2014,29.8537931807395
BRA,2013,28.6404106359245
BRA,2012,28.6413621085766
BRA,2011,26.7470983503833
BRA,2010,26.9945684769237
BRA,2009,26.7914479705158
BRA,2008,26.3359303856077
BRA,2007,25.3144591379199
BRA,2006,26.3403064568888
BRA,2005,25.7693915381983
BRA,2004,26.4918363852054
BRA,2003,28.2710884352715
BRA,2002,27.848196026942
BRA,2001,27.2006084949971
BRA,2000,26.0748466246634
BRA,1999,25.0021056965213
BRA,1998,24.7990574348239
BRA,1997,24.3049302659348
BRA,1996,23.6865994083929
BRA,1995,21.0220886836161
BRA,1994,18.7432334815665
BRA,1993,17.865892961495
BRA,1992,16.8315196406125
BRA,1991,18.5523881422863
BRA,1990,19.6463430965049
VGB,2006,8.16559833421794
VGB,2004,17.4821354428443
VGB,2003,9.03607653556826
VGB,2002,4.66646445320703
VGB,2001,4.8086170417388
VGB,1999,5.06829527888295
VGB,1996,10.9370300494901
VGB,1995,11.2110765436251
VGB,1990,6.36760164284122
BRN,2013,0.486378957300791
BRN,2012,0.986299073002159
BRN,2011,0.25038277266371
BRN,2010,0.254886167837444
BRN,2009,0.779316928711984
BRN,2008,0.264695216692739
BRN,2007,0.808903329311286
BRN,2006,0.822678504096253
BRN,2005,0.557234223654314
BRN,2004,0.566715923725704
BRN,2003,0.865458678675387
BRN,2000,1.22540009313041
BRN,1999,1.25230306360291
BRN,1998,1.28046916390165
BRN,1997,2.6200172593637
BRN,1996,3.01734470313519
BGR,2023,1.08890737415431
BGR,2022,1.11341216291447
BGR,2021,1.29412653402161
BGR,2020,0.995146569224991
BGR,2019,1.18988414972527
BGR,2018,1.30965598682543
BGR,2017,1.45569963291636
BGR,2016,1.10839328712128
BGR,2015,1.75548173553612
BGR,2014,1.55050575213407
BGR,2013,1.50042683013702
BGR,2012,1.92701571481315
BGR,2011,1.73441146879584
BGR,2010,1.9898896128905
BGR,2009,2.00320205170625
BGR,2008,2.28250164569032
BGR,2007,2.3329723596816
BGR,2006,2.43446129167281
BGR,2005,2.58607823120566
BGR,2004,3.14861867259915
BGR,2003,3.16487749649733
BGR,2002,3.2434732256055
BGR,2001,3.8847432008165
BGR,2000,4.14973052687391
BGR,1999,4.05331911985956
BGR,1998,4.68162809330743
BGR,1997,4.84355676733719
BGR,1996,5.28258322661631
BGR,1995,5.91080617413618
BGR,1994,5.845370350844
BGR,1993,5.78749294427837
BGR,1992,5.3977634682523
BGR,1991,4.31242817650872
BGR,1990,2.57300621772053
BFA,2017,1.25044051977478
BFA,2016,1.12086279620408
BFA,2015,0.646029930732339
BFA,2014,0.739223164024124
BFA,2013,0.708730048883044
BFA,2012,0.693972911642403
BFA,2011,0.55963484448214
BFA,2010,0.788198249930744
BFA,2009,0.891613012477695
BFA,2008,1.02792938601642
BFA,2007,0.659555211401829
BFA,2006,0.498945237000072
BFA,2005,0.469380905212251
BFA,2004,0.598592111354095
BFA,2003,0.640082233972341
BFA,2002,0.634502436611376
BDI,2016,5.64974214487878
BDI,2015,4.17285957648643
BDI,2014,5.22232594341804
BDI,2013,4.98115757408239
BDI,2012,4.96473671628838
CPV,2020,6.99464423976475
CPV,2019,6.41893469025722
CPV,2018,6.03800044798068
CPV,2017,7.40895274452956
CPV,2016,12.0962746400627
CPV,2015,8.97747531926147
CPV,2014,12.687246682041
CPV,2013,10.54224217873
CPV,2006,7.13226790836055
CPV,2005,9.07000497819591
CPV,2004,4.38075430330883
CPV,2003,3.16868159608604
KHM,2011,1.82033262639221
KHM,2010,2.28264433104936
KHM,2009,2.31844508682262
KHM,2008,2.3695199469996
KHM,2007,2.83923226581572
KHM,2006,2.93276041858556
KHM,2005,3.333531261752
KHM,2004,3.85813800219876
KHM,2003,3.90009384744488
KHM,2002,3.30604459301852
KHM,2001,3.21523493650583
KHM,2000,4.58180534605208
KHM,1999,4.73677435123924
KHM,1998,6.57645260921587
KHM,1997,2.73961190156548
KHM,1996,5.01792867958715
KHM,1995,3.96267024884072
KHM,1994,3.27951838486642
KHM,1993,6.95187417130962
KHM,1992,5.28775526592325
CMR,2022,6.76008919336955
CMR,2020,4.58593823145619
CMR,2017,4.16103693703584
CMR,2016,3.35548128633803
CMR,2015,3.78238510747147
CMR,2012,4.22883189715635
CMR,2011,4.12706343595528
CMR,2010,5.07929961186829
CMR,2009,6.68097609322311
CMR,2008,4.17787035373775
CMR,2003,6.20036459628944
CMR,2002,6.55621886133867
CMR,2001,4.9315814918857
CMR,2000,3.07792769766784
CAN,2023,1.97968887560784
CAN,2022,2.27195104620383
CAN,2021,2.08300518200199
CAN,2020,2.00409191032713
CAN,2019,1.82357460879594
CAN,2018,1.77503663024043
CAN,2017,1.80664809278477
CAN,2016,1.69447965211893
CAN,2015,1.69900457240782
CAN,2014,1.47330111088167
CAN,2013,1.44219466327057
CAN,2012,1.57205168149969
CAN,2011,1.76238467720832
CAN,2010,1.62880268220815
CAN,2009,1.80332678612386
CAN,2008,1.83562569798247
CAN,2007,1.8040520550306
CAN,2006,1.85596882167745
CAN,2005,2.04684481799773
CAN,2004,1.9450604450874
CAN,2003,1.72443676408719
CAN,2002,1.84553461879682
CAN,2001,1.77486867333404
CAN,2000,1.76745915413225
CAN,1999,1.76146925228784
CAN,1998,1.84306153027948
CAN,1997,1.94949354586228
CAN,1996,2.12986066159284
CAN,1995,1.99259098999575
CAN,1994,2.04478059204049
CAN,1993,2.17130131394599
CAN,1992,2.57192445510508
CAN,1991,2.67782712086616
CAN,1990,2.36420719847115
CYM,2020,4.3677976836113
CYM,2019,2.97057644035825
CYM,2018,10.6156307580319
CYM,2017,4.64860425657196
CYM,2014,8.31110113778974
CYM,2013,8.52442247037763
CYM,2010,16.6363207852343
CYM,2009,15.2037781388675
CYM,2008,7.81990752959346
CYM,2007,4.02519773783887
CYM,2006,2.07331232376845
CYM,2005,6.41196900881646
CYM,2004,11.0249936606286
CYM,2003,6.82834674344763
CYM,2001,4.86748278127966
CYM,2000,10.0821696829158
CYM,1998,2.70844900667633
CYM,1997,5.6269870297949
CYM,1996,2.92885803825089
CYM,1995,6.10817579329933
CYM,1994,6.379178361827
CYM,1993,6.67200427008273
CYM,1992,3.49393801753957
CYM,1991,7.32748355895877
CYM,1990,7.69260356167545
CAF,2016,20.120400654
CHI,2010,0.0
CHI,2008,0.639218619159939
CHI,2006,1.307198086262
CHI,2005,0.659308780674341
CHL,2023,6.34829073035101
CHL,2022,6.80201256720408
CHL,2021,4.65658124495601
CHL,2020,5.75613878004137
CHL,2019,4.81306553520039
CHL,2018,4.36665251518391
CHL,2017,4.19745439747334
CHL,2016,3.39405749254204
CHL,2015,2.32163505387454
CHL,2014,2.4518317226161
CHL,2013,3.14355060592079
CHL,2012,2.47729352143792
CHL,2011,3.66532251337043
CHL,2010,3.14874215608169
CHL,2009,3.70376238471268
CHL,2008,3.4918963063576
CHL,2007,3.6949106294991
CHL,2006,3.57376612166027
CHL,2005,3.52319921168418
CHL,2003,3.20129769251024
CHN,2020,0.5018560705357
CHN,2019,0.518362801144556
CHN,2018,0.530299683323493
CHN,2017,0.565721900260259
CHN,2016,0.614934212808057
CHN,2015,0.658962453224414
CHN,2014,0.726466059590713
CHN,2013,0.771569105292682
CHN,2012,0.824083830524219
CHN,2011,0.883293080721741
CHN,2010,0.992185694923539
CHN,2009,1.09249548072451
CHN,2008,1.11041885098023
CHN,2007,1.21578178296856
CHN,2006,1.3636011505677
CHN,2005,1.5854633417248
CHN,2004,1.89778004857568
CHN,2003,1.88433167405903
CHN,2002,2.04185850578199
CHN,1997,2.10048890051469
CHN,1996,2.06434925045202
CHN,1995,2.24204895736743
COL,2023,24.9134420347488
COL,2022,24.9488076386337
COL,2021,25.5801274097033
COL,2020,22.6427030734102
COL,2019,23.3990612924966
COL,2018,23.8207594532571
COL,2017,25.5510587151196
COL,2016,26.1438669043183
COL,2015,27.2152782480106
COL,2014,28.654305199833
COL,2013,33.4159707994424
COL,2012,35.9613009153726
COL,2011,35.6322084408409
COL,2010,34.5241750628259
COL,2009,35.7272410703666
COL,2008,36.8840024517578
COL,2007,39.7776140409658
COL,2006,40.9429758324124
COL,2005,42.9894132012747
COL,2004,48.6481875848116
COL,2003,57.4608630160922
COL,2002,70.3960948977152
COL,2001,70.1095871523678
COL,2000,67.8921586309151
COL,1999,63.3339923743845
COL,1998,61.0946739886429
COL,1997,62.4980646140821
COL,1996,64.0379653259786
COL,1995,62.3410428739553
COL,1994,77.0879503653693
COL,1993,82.5777689589525
COL,1992,83.4819991124854
COL,1991,85.8773343009539
COL,1990,74.9998416310372
CRI,2023,17.7454798727379
CRI,2022,12.908902016219
CRI,2021,11.6205820666553
CRI,2020,11.3222838436969
CRI,2019,11.2610056078008
CRI,2018,11.7995456872358
CRI,2017,12.2731177810203
CRI,2016,11.8759050112518
CRI,2015,11.5607212354156
CRI,2014,10.0060434824472
CRI,2013,8.71474107995362
CRI,2012,8.72653951862736
CRI,2011,10.282368146525
CRI,2010,11.5672606575735
CRI,2009,11.6672085436857
CRI,2008,11.5313873891892
CRI,2007,8.42418151029137
CRI,2006,8.12248146668412
CRI,2005,7.86156142343543
CRI,2004,6.66654365306355
CRI,2003,7.24850496564873
CRI,2002,6.33019318130238
CRI,2001,6.41066095411089
CRI,2000,6.3234257019066
CRI,1999,6.34369738129583
CRI,1998,5.92147933357451
CRI,1997,5.67305227231407
CRI,1996,5.22241837760737
CRI,1995,5.20483280040371
CRI,1994,5.27364800109182
CRI,1993,4.75139301191842
CRI,1992,4.87172445039336
CRI,1991,4.12219690610385
CRI,1990,4.45269349515938
HRV,2023,0.667347104040825
HRV,2022,0.79344217483012
HRV,2021,0.840847880426335
HRV,2020,1.01164453441337
HRV,2019,0.827828171469303
HRV,2018,0.596292847367914
HRV,2017,1.12767209256717
HRV,2016,1.06371572584033
HRV,2015,0.884378611088172
HRV,2014,0.853185902809328
HRV,2013,1.08429254920125
HRV,2012,1.19739770261642
HRV,2011,1.14463944324737
HRV,2010,1.44147646249121
HRV,2009,1.13675103331249
HRV,2008,1.64556385535216
HRV,2007,1.43653043608314
HRV,2006,1.71462996431716
HRV,2005,1.5762830596396
HRV,2004,1.92572926265103
HRV,2003,1.60215999030345
HRV,2002,1.69539490101855
HRV,2001,1.883250336631
HRV,2000,2.3346638991268
HRV,1999,2.53088246627428
HRV,1998,2.36185004838981
HRV,1997,2.61953225365686
HRV,1996,2.67409040924323
HRV,1995,3.59357140383083
HRV,1994,3.0584872593687
HRV,1993,4.60913041249074
HRV,1992,8.09245472695023
HRV,1991,9.05670012395452
HRV,1990,2.83346730256291
CUB,2019,4.46315139638841
CUB,2018,4.37333981763351
CUB,2017,4.58755196224978
CUB,2016,5.0773983694805
CUB,2015,5.4899907667934
CUB,2014,5.31642685963406
CUB,2013,5.96556919518143
CUB,2012,5.49403130120381
CUB,2011,4.72500681542416
CUB,2010,4.47005149587839
CUB,2009,5.00233759678583
CUB,2008,4.56084730447061
CUB,2007,5.0322165961706
CUB,2006,5.10703924232108
CUB,2005,6.07322282317137
CUB,2004,5.87253607071815
CUB,2003,5.72734441639899
CUB,2002,5.91370923052175
CUB,2001,5.42886606152906
CUB,2000,5.28395235315237
CUB,1999,5.50024676599715
CUB,1998,7.41297065963431
CUB,1997,6.7921847867063
CUB,1996,6.67760748256935
CUB,1995,7.79836860325543
CUB,1994,8.27666968491059
CUB,1993,7.39782037335748
CUB,1992,6.2396846446692
CUW,2007,16.9198131011414
CUW,2006,11.8028917084686
CUW,2005,17.1829254591476
CUW,2004,27.3704659321146
CUW,2003,29.0714379882565
CUW,2002,26.7304542121027
CUW,2001,6.90841514048262
CYP,2023,0.81785876397005
CYP,2022,0.600884802872229
CYP,2021,1.21459779542909
CYP,2020,1.15185477415008
CYP,2019,1.16579872951254
CYP,2018,1.18041688389616
CYP,2017,0.558091105183829
CYP,2016,1.05083409956653
CYP,2015,1.2300107871946
CYP,2014,0.915293345276525
CYP,2013,1.01360340232875
CYP,2012,1.88776871744135
CYP,2011,0.785002954663899
CYP,2010,0.709335250902962
CYP,2009,1.71268223164298
CYP,2008,0.824911218930063
CYP,2007,1.21187996608601
CYP,2006,1.42258572975803
CYP,2005,1.93021966382329
CYP,2004,1.57190147518041
CYP,2002,0.203782197587219
CYP,2001,0.726045427625199
CYP,2000,0.84417883295442
CYP,1999,1.07384452986281
CYP,1998,0.765405424318898
CYP,1997,0.668473029341509
CYP,1996,1.13598863102578
CYP,1995,1.04324239737103
CYP,1994,0.828728954724169
CYP,1993,0.605301594545991
CYP,1992,0.246809828707809
CYP,1991,0.125165218087876
CYP,1990,0.634235660407395
CZE,2023,0.767827757917044
CZE,2022,0.81512474266184
CZE,2021,0.44631485186264
CZE,2020,0.729848861096918
CZE,2019,0.862160849844266
CZE,2017,0.626106269301682
CZE,2016,0.617169777139044
CZE,2015,0.836150868791633
CZE,2014,0.77016509724927
CZE,2013,0.856232600342731
CZE,2012,0.999301916232803
CZE,2011,0.81939793117267
CZE,2010,0.984323877723848
CZE,2009,0.902026099357503
CZE,2008,1.09844658935947
CZE,2007,1.2188582915689
CZE,2006,1.26157390952584
CZE,2005,1.05056807279853
CZE,2004,1.30585839749053
CZE,2003,1.59041271893056
CZE,2002,1.35749240097239
CZE,2001,1.31939840124098
CZE,2000,1.86581671388844
CZE,1999,1.6778232155716
CZE,1998,1.69500994430188
CZE,1997,1.81905712335474
CZE,1996,1.68024329145869
CZE,1995,1.70674238396516
CZE,1994,2.00536128981351
DNK,2023,0.840599404536194
DNK,2022,0.982567307766424
DNK,2021,0.631746832067094
DNK,2020,0.823111601929511
DNK,2019,0.859901642730301
DNK,2018,1.00106587626187
DNK,2017,1.23153392928012
DNK,2016,0.977619325858153
DNK,2015,1.09083852229384
DNK,2014,1.31117471686599
DNK,2013,0.854802453817294
DNK,2012,0.840498959524879
DNK,2011,0.825726922413442
DNK,2010,0.75704832266481
DNK,2002,0.892863952273446
DNK,2001,0.970361429775316
DNK,2000,1.08621178676501
DNK,1999,0.977111262625992
DNK,1998,0.923785438954562
DNK,1997,1.66507884999816
DNK,1996,1.29202206773692
DNK,1995,1.12738279040616
DNK,1994,1.4405929711164
DNK,1993,1.36837477742228
DNK,1992,1.19890930193119
DNK,1991,1.31927541901788
DNK,1990,0.797506333853658
DMA,2023,27.063396005142
DMA,2022,28.4318346763634
DMA,2021,14.8805095086456
DMA,2020,22.1982152634928
DMA,2019,19.151302656875
DMA,2018,19.0687133752356
DMA,2017,27.7386435803289
DMA,2016,22.9863590325616
DMA,2015,12.7822752449936
DMA,2014,12.7889957796314
DMA,2011,8.68891511654007
DMA,2010,21.7838030163306
DMA,2009,18.8777881040892
DMA,2008,10.1664391320766
DMA,2007,10.1673989614728
DMA,2006,7.26675532108158
DMA,2005,11.6389876990449
DMA,2004,11.6534836632726
DMA,2003,11.6735491967139
DMA,2002,13.1642459081136
DMA,2001,1.46438612933458
DMA,2000,2.91923924625243
DMA,1999,10.1641510392844
DMA,1998,13.0199856780158
DOM,2023,10.9166976980638
DOM,2022,12.3678475675698
DOM,2021,10.5362752855436
DOM,2020,8.72977662309348
DOM,2019,9.41799066618377
DOM,2018,9.90534873528498
DOM,2017,11.3998115468654
DOM,2016,15.3154603364407
DOM,2014,17.5463639644216
DOM,2013,19.4038895577301
DOM,2012,22.5214243986665
DOM,2011,25.2674003329003
DOM,2010,25.1930337290323
DOM,2009,24.4964939070773
DOM,2008,25.0074949363479
DOM,2007,22.3252575336375
DOM,2006,22.9521262431175
DOM,2005,25.9511238657765
DOM,2004,24.5911758206467
DOM,2003,21.1789386478885
DOM,2002,14.4483285859447
DOM,2001,12.5569312052756
DOM,2000,14.0956805476114
DOM,1999,12.621048404207
DOM,1998,13.4891845559306
DOM,1997,12.6986791232798
DOM,1996,12.8471764252819
DOM,1995,12.7660402538477
DOM,1994,12.9816540810284
DOM,1993,12.245588839344
DOM,1992,10.8358887859159
DOM,1991,12.4386066404351
ECU,2023,45.7228145164847
ECU,2022,27.4126359684417
ECU,2021,14.1156873894402
ECU,2020,7.81941728300383
ECU,2019,6.84543557226847
ECU,2018,5.8300670929869
ECU,2017,5.78775543057783
ECU,2016,5.81031174018927
ECU,2015,6.45509329915208
ECU,2014,8.16956550602398
ECU,2013,10.9127986726241
ECU,2012,12.3425125579607
ECU,2011,15.2875203821371
ECU,2010,17.4043449177688
ECU,2009,17.705436773059
ECU,2008,17.886543943386
ECU,2007,15.8631866106051
ECU,2002,14.5070142098716
ECU,2001,12.8420209514706
ECU,2000,14.4453488439446
ECU,1999,13.4875122235591
ECU,1998,13.409254126692
ECU,1997,10.9429833738619
ECU,1996,12.3838470232859
ECU,1995,11.8383919002488
ECU,1994,10.0156548466405
ECU,1993,8.30175052181792
ECU,1992,8.55433754089328
ECU,1991,10.7733041261241
ECU,1990,8.51659203032212
EGY,2017,1.31152527182627
EGY,2016,1.50721254822527
EGY,2015,1.71791733156895
EGY,2014,2.96323170829365
EGY,2012,2.36901703981789
EGY,2011,2.96729523596304
EGY,2010,2.06174997223112
EGY,2009,1.04226623284087
EGY,2008,1.12618921636092
EGY,2007,0.806870502327317
EGY,2006,0.663841988774831
EGY,2005,0.643641850868097
EGY,2004,0.405146398550175
EGY,2003,0.604982061960747
EGY,1994,0.359334033635439
