iso3,year,asylum_seekers
DEU,2008,33263
DEU,2007,34014
DEU,2006,52785
DEU,2005,71598
DEU,2004,86124
DEU,2003,128042
DEU,2002,163975
DEU,2001,85493
DEU,2000,70234
GHA,2025,475
GHA,2024,9855
GHA,2023,4209
GHA,2022,2517
GHA,2021,1879
GHA,2020,1511
GHA,2019,1509
GHA,2018,1312
GHA,2017,1303
GHA,2016,1365
GHA,2015,1850
GHA,2014,2634
GHA,2013,1838
GHA,2012,2603
GHA,2011,12637
GHA,2010,748
GHA,2009,595
GHA,2008,495
GHA,2007,447
GHA,2006,5591
GHA,2005,5501
GHA,2004,6013
GHA,2003,4082
GHA,2002,8758
GHA,2001,2389
GHA,2000,440
GRC,2025,31928
GRC,2024,28244
GRC,2023,32687
GRC,2022,22139
GRC,2021,37047
GRC,2020,60873
GRC,2019,105684
GRC,2018,76057
GRC,2017,44188
GRC,2016,39960
GRC,2015,26122
GRC,2014,31898
GRC,2013,49800
GRC,2012,36183
GRC,2011,43942
GRC,2010,55714
GRC,2009,48201
GRC,2008,38035
GRC,2007,28448
GRC,2006,13499
GRC,2005,8857
GRC,2004,7363
GRC,2003,7251
GRC,2002,1801
GRC,2001,6244
GRC,2000,2372
GRD,2022,0
GRD,2021,0
GRD,2020,0
GRD,2011,0
GRD,2010,5
GTM,2025,4088
GTM,2024,3370
GTM,2023,2051
GTM,2022,1519
GTM,2021,1470
GTM,2020,784
GTM,2019,631
GTM,2018,251
GTM,2017,28
GTM,2016,0
GTM,2015,123
GTM,2014,97
GTM,2013,14
GTM,2012,5
GTM,2011,5
GTM,2010,0
GTM,2009,0
GTM,2008,5
GTM,2007,0
GTM,2006,0
GTM,2005,0
GTM,2004,0
GTM,2003,0
GTM,2002,7
GTM,2001,9
GTM,2000,5
GIN,2025,172
GIN,2024,172
GIN,2023,54
GIN,2022,53
GIN,2021,253
GIN,2020,3543
GIN,2019,1980
GIN,2018,1578
GIN,2017,108
GIN,2016,104
GIN,2015,199
GIN,2014,283
GIN,2013,309
GIN,2012,530
GIN,2011,604
GIN,2010,763
GIN,2009,923
GIN,2008,628
GIN,2007,4017
GIN,2006,3883
GIN,2005,3809
GIN,2004,6317
GIN,2003,2545
GIN,2002,371
GIN,2001,872
GNB,2025,30
GNB,2024,30
GNB,2023,30
GNB,2022,30
GNB,2021,30
GNB,2020,30
GNB,2019,30
GNB,2018,21
GNB,2017,11
GNB,2016,29
GNB,2015,115
GNB,2014,115
GNB,2013,104
GNB,2012,95
GNB,2011,88
GNB,2010,323
GNB,2009,291
GNB,2008,325
GNB,2007,341
GNB,2006,313
GNB,2005,161
GNB,2004,139
GNB,2003,77
GNB,2002,38
GNB,2001,371
GNB,2000,48
GUY,2025,29
GUY,2024,52
GUY,2023,55
GUY,2022,163
GUY,2021,94
GUY,2020,72
GUY,2019,57
GUY,2018,12
GUY,2017,0
GUY,2016,0
GUY,2015,0
GUY,2014,0
GUY,2013,0
GUY,2012,0
GUY,2011,0
HTI,2025,0
HTI,2024,0
HTI,2023,0
HTI,2022,0
HTI,2021,0
HTI,2020,5
HTI,2019,5
HTI,2018,0
HTI,2017,0
HTI,2016,0
HTI,2015,10
HTI,2013,8
HTI,2012,11
HTI,2011,6
HTI,2010,5
HTI,2009,12
HND,2025,441
HND,2024,139
HND,2023,101
HND,2022,107
HND,2021,99
HND,2020,116
HND,2019,109
HND,2018,55
HND,2017,11
HND,2016,10
HND,2015,10
HND,2014,14
HND,2013,22
HND,2012,0
HND,2011,0
HND,2010,0
HND,2009,0
HND,2008,0
HND,2007,16
HND,2006,0
HND,2005,48
HND,2004,21
HND,2003,0
HND,2002,5
HND,2001,5
HND,2000,6
HKG,2025,0
HKG,2024,0
HKG,2023,0
HKG,2022,0
HKG,2021,0
HKG,2020,0
HKG,2019,0
HKG,2018,0
HKG,2017,5
HKG,2016,0
HKG,2015,2298
HKG,2014,2223
HKG,2013,1848
HKG,2012,798
HKG,2011,574
HKG,2010,451
HKG,2009,769
HKG,2008,1088
HKG,2007,1891
HKG,2006,2382
HKG,2005,1078
HKG,2004,655
HKG,2003,179
HKG,2002,171
HKG,2001,459
HKG,2000,41
HUN,2025,42
HUN,2024,0
HUN,2023,5
HUN,2022,20
HUN,2021,5
HUN,2020,38
HUN,2019,222
HUN,2018,120
HUN,2017,666
HUN,2016,3396
HUN,2015,36671
HUN,2014,15664
HUN,2013,1876
HUN,2012,386
HUN,2011,360
HUN,2010,354
HUN,2009,641
HUN,2008,2514
HUN,2007,1559
HUN,2006,513
HUN,2005,665
HUN,2004,340
HUN,2003,758
HUN,2002,1049
HUN,2001,2387
HUN,2000,1627
ISL,2025,660
ISL,2024,1081
ISL,2023,2850
ISL,2022,981
ISL,2021,306
ISL,2020,181
ISL,2019,365
ISL,2018,437
ISL,2017,327
ISL,2016,324
ISL,2015,159
ISL,2014,210
ISL,2013,267
ISL,2012,87
ISL,2011,56
ISL,2010,25
ISL,2009,5
ISL,2008,25
ISL,2007,12
ISL,2006,11
ISL,2005,10
ISL,2004,5
ISL,2003,0
ISL,2002,13
ISL,2001,15
ISL,2000,5
IND,2025,15075
IND,2024,13243
IND,2023,11926
IND,2022,15794
IND,2021,13368
IND,2020,11217
IND,2019,12202
IND,2018,11938
IND,2017,10508
IND,2016,9209
IND,2015,6476
IND,2014,5057
IND,2013,3669
IND,2012,3549
IND,2011,3508
IND,2010,3741
IND,2009,5436
IND,2008,3774
IND,2007,2415
IND,2006,671
IND,2005,296
IND,2004,304
IND,2003,530
IND,2002,493
IND,2001,204
IND,2000,58
IDN,2025,4697
IDN,2024,4165
IDN,2023,3793
IDN,2022,2889
IDN,2021,3116
IDN,2020,3597
IDN,2019,3343
IDN,2018,3196
IDN,2017,4016
IDN,2016,6558
IDN,2015,7566
IDN,2014,6904
IDN,2013,7087
IDN,2012,6107
IDN,2011,3226
IDN,2010,2058
IDN,2009,1760
IDN,2008,346
IDN,2007,199
IDN,2006,259
IDN,2005,43
IDN,2004,43
IDN,2003,56
IDN,2002,228
IDN,2001,793
IDN,2000,367
IRN,2025,0
IRN,2024,0
IRN,2023,0
IRN,2022,34
IRN,2021,34
IRN,2020,34
IRN,2019,33
IRN,2018,33
IRN,2017,84
IRN,2016,91
IRN,2015,42
IRN,2014,42
IRN,2013,46
IRN,2012,18
IRN,2011,442
IRN,2010,1767
IRN,2009,1851
IRN,2008,1705
IRN,2007,1184
IRN,2006,1017
IRN,2005,138
IRN,2004,48
IRN,2003,0
IRN,2002,5
IRN,2001,0
IRN,2000,12228
IRQ,2025,23366
IRQ,2024,16882
IRQ,2023,12586
IRQ,2022,10621
IRQ,2021,11508
IRQ,2020,12670
IRQ,2019,12938
IRQ,2018,14013
IRQ,2017,13035
IRQ,2016,11488
IRQ,2015,7414
IRQ,2014,8468
IRQ,2013,5991
IRQ,2012,4908
IRQ,2011,4195
IRQ,2010,3072
IRQ,2009,3794
IRQ,2008,2059
IRQ,2007,2413
IRQ,2006,2180
IRQ,2005,1948
IRQ,2004,1353
IRQ,2003,437
IRQ,2002,437
IRQ,2001,394
IRQ,2000,945
IRL,2025,33728
IRL,2024,31711
IRL,2023,22250
IRL,2022,15108
IRL,2021,6904
IRL,2020,7393
IRL,2019,7853
IRL,2018,7159
IRL,2017,5991
IRL,2016,4221
IRL,2015,4982
IRL,2014,4576
IRL,2013,5464
IRL,2012,5423
IRL,2011,5380
IRL,2010,5088
IRL,2009,2725
IRL,2008,4583
IRL,2007,4364
IRL,2006,3406
IRL,2005,2414
IRL,2004,3667
IRL,2003,7366
IRL,2002,6967
IRL,2001,10841
IRL,2000,12067
ISR,2025,29682
ISR,2024,26147
ISR,2023,25464
ISR,2022,25166
ISR,2021,27083
ISR,2020,32518
ISR,2019,38479
ISR,2018,35569
ISR,2017,29704
ISR,2016,21274
ISR,2015,11677
ISR,2014,5558
ISR,2013,4760
ISR,2012,5682
ISR,2011,6444
ISR,2010,5574
ISR,2009,4143
ISR,2008,4601
ISR,2007,5734
ISR,2006,826
ISR,2005,908
ISR,2004,0
ISR,2003,703
ISR,2002,688
ISR,2001,552
ISR,2000,326
ITA,2025,234144
ITA,2024,207278
ITA,2023,146922
ITA,2022,79979
ITA,2021,51779
ITA,2020,53901
ITA,2019,47030
ITA,2018,105606
ITA,2017,186645
ITA,2016,99896
ITA,2015,60135
ITA,2014,45730
ITA,2013,13635
ITA,2012,14320
ITA,2011,13525
ITA,2010,4070
ITA,2009,4365
ITA,2008,0
ITA,2007,1500
ITA,2006,0
ITA,2005,0
ITA,2004,0
ITA,2003,0
ITA,2002,0
ITA,2001,0
ITA,2000,113
JAM,2022,0
JAM,2021,5
JAM,2020,5
JAM,2019,5
JAM,2018,21
JAM,2017,8
JAM,2016,8
JAM,2015,0
JAM,2014,0
JAM,2013,0
JAM,2012,0
JAM,2011,0
JAM,2010,0
JAM,2009,0
JAM,2000,0
JPN,2025,22647
JPN,2024,31293
JPN,2023,23916
JPN,2022,12473
JPN,2021,16709
JPN,2020,23765
JPN,2019,29123
JPN,2018,29040
JPN,2017,31204
JPN,2016,18801
JPN,2015,13823
JPN,2014,9284
JPN,2013,6730
JPN,2012,4695
JPN,2011,3680
JPN,2010,3023
JPN,2009,2931
JPN,2008,2292
JPN,2007,1502
JPN,2006,1214
JPN,2005,520
JPN,2004,474
JPN,2003,424
JPN,2002,314
JPN,2001,321
JPN,2000,282
JOR,2025,8068
JOR,2024,31747
JOR,2023,39775
JOR,2022,45177
JOR,2021,47197
JOR,2020,49686
JOR,2019,51283
JOR,2018,52536
JOR,2017,43809
JOR,2016,35600
JOR,2015,24906
JOR,2014,18776
JOR,2013,4383
JOR,2012,2934
JOR,2011,4968
JOR,2010,2137
JOR,2009,599
JOR,2008,668
JOR,2007,350
JOR,2006,19233
JOR,2005,16563
JOR,2004,12450
JOR,2003,6728
JOR,2002,3781
JOR,2001,5293
JOR,2000,7865
KAZ,2025,163
KAZ,2024,319
KAZ,2023,476
KAZ,2022,840
KAZ,2021,305
KAZ,2020,223
KAZ,2019,212
KAZ,2018,190
KAZ,2017,207
KAZ,2016,133
KAZ,2015,89
KAZ,2014,92
KAZ,2013,74
KAZ,2012,81
KAZ,2011,63
KAZ,2010,314
KAZ,2009,129
KAZ,2008,123
KAZ,2007,71
KAZ,2006,93
KAZ,2005,62
KAZ,2004,5
KAZ,2003,0
KAZ,2002,0
KAZ,2001,10
KAZ,2000,5
KEN,2025,218646
KEN,2024,219647
KEN,2023,152942
KEN,2022,69011
KEN,2021,59001
KEN,2020,51916
KEN,2019,50829
KEN,2018,50458
KEN,2017,56499
KEN,2016,43748
KEN,2015,39953
KEN,2014,33994
KEN,2013,52271
KEN,2012,41940
KEN,2011,35268
KEN,2010,27957
KEN,2009,18961
KEN,2008,8762
KEN,2007,5762
KEN,2006,18508
KEN,2005,16446
KEN,2004,9469
KEN,2003,4015
KEN,2002,2418
KEN,2001,12596
KEN,2000,8708
KOR,2025,39106
KOR,2024,35843
KOR,2023,26738
KOR,2022,15952
KOR,2021,12146
KOR,2020,20073
KOR,2019,25562
KOR,2018,19827
KOR,2017,9559
KOR,2016,6835
KOR,2015,5426
KOR,2014,3470
KOR,2013,2387
KOR,2012,1526
KOR,2011,1159
KOR,2010,694
KOR,2009,643
KOR,2008,1287
KOR,2007,1152
KOR,2006,617
KOR,2005,509
KOR,2004,238
KOR,2003,126
KOR,2002,62
KOR,2001,66
KOR,2000,37
KWT,2025,611
KWT,2024,783
KWT,2023,879
KWT,2022,960
KWT,2021,1085
KWT,2020,1054
KWT,2019,1079
KWT,2018,983
KWT,2017,948
KWT,2016,823
KWT,2015,903
KWT,2014,1039
KWT,2013,1029
KWT,2012,831
KWT,2011,1114
KWT,2010,3272
KWT,2009,2984
KWT,2008,2648
KWT,2007,703
KWT,2006,527
KWT,2005,209
KWT,2004,160
KWT,2003,192
KWT,2002,187
KWT,2001,82
KWT,2000,56
KGZ,2025,1981
KGZ,2024,1735
KGZ,2023,1203
KGZ,2022,669
KGZ,2021,681
KGZ,2020,343
KGZ,2019,164
KGZ,2018,105
KGZ,2017,107
KGZ,2016,120
KGZ,2015,160
KGZ,2014,210
KGZ,2013,379
KGZ,2012,348
KGZ,2011,404
KGZ,2010,548
KGZ,2009,490
KGZ,2008,753
KGZ,2007,711
KGZ,2006,569
KGZ,2005,488
KGZ,2004,446
KGZ,2003,634
KGZ,2002,652
KGZ,2001,470
KGZ,2000,386
LVA,2025,487
LVA,2024,263
LVA,2023,552
LVA,2022,249
LVA,2021,209
LVA,2020,73
LVA,2019,41
LVA,2018,45
LVA,2017,54
LVA,2016,151
LVA,2015,182
LVA,2014,235
LVA,2013,183
LVA,2012,171
LVA,2011,216
LVA,2010,43
LVA,2009,54
LVA,2008,33
LVA,2007,11
LVA,2006,0
LVA,2005,7
LVA,2004,0
LVA,2003,0
LVA,2002,8
LVA,2001,0
LVA,2000,0
LBN,2025,7617
LBN,2024,6748
LBN,2023,7614
LBN,2022,7995
LBN,2021,8717
LBN,2020,10278
LBN,2019,12095
LBN,2018,16404
LBN,2017,15321
LBN,2016,13724
LBN,2015,12114
LBN,2014,7435
LBN,2013,2257
LBN,2012,1906
LBN,2011,1725
LBN,2010,1407
LBN,2009,584
LBN,2008,511
LBN,2007,569
LBN,2006,2557
LBN,2005,1438
LBN,2004,671
LBN,2003,523
LBN,2002,156
LBN,2001,3676
LBN,2000,6023
LSO,2025,202
LSO,2024,191
LSO,2023,363
LSO,2022,288
LSO,2021,226
LSO,2020,179
LSO,2019,78
LSO,2018,36
LSO,2017,28
LSO,2016,5
LSO,2015,0
LSO,2014,0
LSO,2013,0
LSO,2012,0
LSO,2011,0
LBR,2025,725
LBR,2024,687
LBR,2023,618
LBR,2022,821
LBR,2021,9818
LBR,2020,10668
LBR,2019,11
LBR,2018,40
LBR,2017,30
LBR,2016,14
LBR,2015,11
LBR,2014,33
LBR,2013,48
LBR,2012,46
LBR,2011,569
LBR,2010,26
LBR,2009,532
LBR,2008,30
LBR,2007,88
LBR,2006,48
LBR,2005,25
LBR,2004,0
LBR,2003,0
LBR,2002,7
LBY,2025,105954
LBY,2024,76675
LBY,2023,54837
LBY,2022,42509
LBY,2021,36741
LBY,2020,40039
LBY,2019,40718
LBY,2018,47403
LBY,2017,35650
LBY,2016,29221
LBY,2015,27463
LBY,2014,8886
LBY,2013,6592
LBY,2012,6544
LBY,2011,2883
LBY,2010,3185
LBY,2009,3311
LBY,2008,4833
LBY,2007,2771
LBY,2006,1985
LBY,2005,196
LBY,2004,196
LBY,2003,55
LBY,2002,29
LBY,2001,12
LBY,2000,208
LIE,2025,37
LIE,2024,34
LIE,2023,10
LIE,2022,6
LIE,2021,22
LIE,2020,20
LIE,2019,29
LIE,2018,70
LIE,2017,79
LIE,2016,78
LIE,2015,87
LIE,2014,66
LIE,2013,20
LIE,2012,17
LIE,2011,48
LIE,2010,35
LIE,2009,48
LIE,2008,10
LIE,2007,10
LIE,2006,24
LIE,2005,58
LIE,2004,61
LIE,2003,85
LIE,2002,126
LIE,2001,184
LTU,2025,156
LTU,2024,298
LTU,2023,333
LTU,2022,491
LTU,2021,122
LTU,2020,122
LTU,2019,408
LTU,2018,273
LTU,2017,249
LTU,2016,147
LTU,2015,75
LTU,2014,139
LTU,2013,74
LTU,2012,70
LTU,2011,73
LTU,2010,67
LTU,2009,69
LTU,2008,93
LTU,2007,25
LTU,2006,40
LTU,2005,51
LTU,2004,22
LTU,2003,90
LTU,2002,212
LTU,2001,84
LTU,2000,56
LUX,2025,3050
LUX,2024,4285
LUX,2023,3745
LUX,2022,2615
LUX,2021,1765
LUX,2020,1400
LUX,2019,1785
LUX,2018,1485
LUX,2017,1495
LUX,2016,2186
LUX,2015,2349
LUX,2014,1226
LUX,2013,1003
LUX,2012,1239
LUX,2011,1694
LUX,2010,660
LUX,2009,442
LUX,2008,29
LUX,2007,38
LUX,2006,50
MAC,2017,5
MAC,2016,5
MAC,2015,5
MAC,2014,5
MAC,2013,5
MAC,2012,5
MAC,2011,10
MAC,2010,10
MAC,2009,5
MDG,2025,1279
MDG,2024,1173
MDG,2023,938
MDG,2022,114
MDG,2021,122
MDG,2020,189
MDG,2019,128
MDG,2018,90
MDG,2017,57
MDG,2016,27
MDG,2015,10
MDG,2014,5
MDG,2013,0
MDG,2012,0
MDG,2011,0
MWI,2025,25251
MWI,2024,21149
MWI,2023,17695
MWI,2022,21263
MWI,2021,30904
MWI,2020,33129
MWI,2019,30293
MWI,2018,23135
MWI,2017,25987
MWI,2016,21022
MWI,2015,14467
MWI,2014,14493
MWI,2013,11136
MWI,2012,10110
MWI,2011,10542
MWI,2010,9356
MWI,2009,4600
MWI,2008,6538
MWI,2007,6776
MWI,2006,5244
MWI,2005,5325
MWI,2004,3332
MWI,2003,8846
MWI,2002,11065
MYS,2025,63011
MYS,2024,52926
MYS,2023,48571
MYS,2022,47433
MYS,2021,49372
MYS,2020,49822
MYS,2019,50619
MYS,2018,41801
MYS,2017,47509
MYS,2016,56313
MYS,2015,60393
MYS,2014,51217
MYS,2013,43007
MYS,2012,11623
MYS,2011,10918
MYS,2010,11317
MYS,2009,10253
MYS,2008,9322
MYS,2007,6834
MYS,2006,9173
MYS,2005,10829
MYS,2004,10313
MYS,2003,9199
MYS,2002,1574
MYS,2001,238
MYS,2000,21
MLI,2025,322
MLI,2024,294
MLI,2023,273
MLI,2022,880
MLI,2021,863
MLI,2020,969
MLI,2019,1004
MLI,2018,917
MLI,2017,554
MLI,2016,299
MLI,2015,336
MLI,2014,633
MLI,2013,287
MLI,2012,236
MLI,2011,2497
MLI,2010,1702
MLI,2009,1702
MLI,2008,1910
MLI,2007,1905
MLI,2006,1879
MLI,2005,1829
MLI,2004,1081
MLI,2003,710
MLI,2002,716
MLI,2001,804
MLI,2000,710
MLT,2025,1390
MLT,2024,1470
MLT,2023,815
MLT,2022,2070
MLT,2021,3674
MLT,2020,4047
MLT,2019,3681
MLT,2018,1860
MLT,2017,1349
MLT,2016,868
MLT,2015,574
MLT,2014,176
MLT,2013,900
MLT,2012,754
MLT,2011,1448
MLT,2010,1282
MLT,2009,1824
MLT,2008,1223
MLT,2007,862
MLT,2006,205
MLT,2005,147
MLT,2004,140
MLT,2003,54
MLT,2002,23
MLT,2001,53
MLT,2000,10
MRT,2025,7378
MRT,2024,7084
MRT,2023,5927
MRT,2022,5389
MRT,2021,3369
MRT,2020,1960
MRT,2019,1540
MRT,2018,1126
MRT,2017,746
MRT,2016,573
MRT,2015,492
MRT,2014,417
MRT,2013,839
MRT,2012,796
MRT,2011,269
MRT,2010,237
MRT,2009,112
MRT,2008,53
MRT,2007,18
MRT,2006,92
MRT,2005,92
MRT,2004,110
MRT,2003,50
MRT,2002,15
MRT,2001,27
MRT,2000,41
MUS,2025,233
MUS,2024,72
MUS,2023,19
MUS,2021,0
MUS,2020,0
MUS,2019,5
MUS,2018,0
MUS,2017,0
MUS,2016,5
MEX,2025,173532
MEX,2024,266710
MEX,2023,257396
MEX,2022,210609
MEX,2021,157150
MEX,2020,83792
MEX,2019,69451
MEX,2018,23833
MEX,2017,10357
MEX,2016,2636
MEX,2015,1344
MEX,2014,2862
MEX,2013,1347
MEX,2012,353
MEX,2011,611
MEX,2010,156
MEX,2009,87
MEX,2008,15
MEX,2007,44
MEX,2006,128
MEX,2005,142
MEX,2004,154
MEX,2003,66
MEX,2002,15
MEX,2001,10
MEX,2000,6
FSM,2016,0
FSM,2015,10
MDA,2025,594
MDA,2024,904
MDA,2023,556
MDA,2022,3620
MDA,2021,56
MDA,2020,59
MDA,2019,94
MDA,2018,93
MDA,2017,61
MDA,2016,75
MDA,2015,94
MDA,2014,130
MDA,2013,62
MDA,2012,53
MDA,2011,42
MDA,2010,74
MDA,2009,45
MDA,2008,18
MDA,2007,63
MDA,2006,60
MDA,2005,137
MDA,2004,184
MDA,2003,131
MDA,2002,83
MDA,2001,105
MDA,2000,187
MCO,2025,0
MCO,2024,0
MCO,2023,0
MCO,2022,0
MCO,2021,0
MCO,2020,0
MCO,2019,0
MCO,2018,0
MCO,2017,0
MCO,2016,0
MCO,2015,0
MCO,2014,0
MCO,2013,0
MCO,2012,0
MCO,2011,0
MNG,2025,15
MNG,2024,15
MNG,2023,0
MNG,2022,0
MNG,2021,5
MNG,2020,10
MNG,2019,5
MNG,2018,0
MNG,2017,5
MNG,2016,0
MNG,2015,5
MNG,2014,5
MNG,2013,5
MNG,2012,11
MNG,2011,5
MNG,2010,0
MNG,2009,0
MNG,2008,0
MNG,2007,5
MNG,2006,0
MNG,2005,0
MNE,2025,175
MNE,2024,150
MNE,2023,174
MNE,2022,167
MNE,2021,132
MNE,2020,193
MNE,2019,484
MNE,2018,162
MNE,2017,173
MNE,2016,73
MNE,2015,18
MNE,2014,70
MNE,2013,189
MNE,2012,108
MNE,2011,34
MNE,2010,5
MNE,2009,7
MNE,2008,0
MNE,2007,0
MNE,2006,11
MAR,2025,15033
MAR,2024,11378
MAR,2023,11340
MAR,2022,10159
MAR,2021,10956
MAR,2020,7011
MAR,2019,3079
MAR,2018,1829
MAR,2017,2050
MAR,2016,1943
MAR,2015,1534
MAR,2014,1828
MAR,2013,3486
MAR,2012,2161
MAR,2011,602
MAR,2010,269
MAR,2009,315
MAR,2008,439
MAR,2007,667
MAR,2006,1368
MAR,2005,1838
MAR,2004,174
MAR,2003,174
MAR,2002,111
MAR,2001,448
MOZ,2025,18972
MOZ,2024,18880
MOZ,2023,18438
MOZ,2022,25919
MOZ,2021,24386
MOZ,2020,22442
MOZ,2019,20975
MOZ,2018,21133
MOZ,2017,18795
MOZ,2016,12976
MOZ,2015,14819
MOZ,2014,13316
MOZ,2013,10664
MOZ,2012,8192
MOZ,2011,9592
MOZ,2010,5902
MOZ,2009,4169
MOZ,2008,4449
MOZ,2007,4156
MOZ,2006,4313
MOZ,2005,4013
MOZ,2004,4886
MOZ,2003,9215
MOZ,2002,6972
MOZ,2001,5304
MOZ,2000,2266
MMR,2025,0
MMR,2024,0
MMR,2023,0
MMR,2022,0
MMR,2021,0
MMR,2020,0
MMR,2019,0
MMR,2018,0
MMR,2017,0
MMR,2016,0
MMR,2015,0
NAM,2025,1326
NAM,2024,1317
NAM,2023,1978
NAM,2022,2512
NAM,2021,2747
NAM,2020,2214
NAM,2019,1906
NAM,2018,1516
NAM,2017,1889
NAM,2016,1664
NAM,2015,1102
NAM,2014,816
NAM,2013,1153
NAM,2012,1084
NAM,2011,925
NAM,2010,1411
NAM,2009,1334
NAM,2008,1326
NAM,2007,1201
NAM,2006,1115
NAM,2005,1064
NAM,2004,2040
NAM,2003,1989
NAM,2002,761
NAM,2001,1817
NAM,2000,1141
NRU,2025,92
NRU,2024,90
NRU,2023,13
NRU,2022,22
NRU,2021,76
NRU,2020,90
NRU,2019,415
NRU,2018,416
NRU,2017,126
NRU,2016,309
NRU,2015,309
NRU,2014,730
NRU,2013,533
NRU,2012,379
NPL,2025,302
NPL,2024,276
NPL,2023,300
NPL,2022,154
NPL,2021,137
NPL,2020,42
NPL,2019,57
NPL,2018,51
NPL,2017,148
NPL,2016,71
NPL,2015,18
NPL,2014,134
NPL,2013,237
NPL,2012,17
NPL,2011,929
NPL,2010,937
NPL,2009,972
NPL,2008,975
NPL,2007,1632
NPL,2006,1477
NPL,2005,1266
NPL,2004,655
NPL,2003,232
NPL,2002,8
NPL,2001,11
NPL,2000,9
NLD,2025,49662
NLD,2024,46840
NLD,2023,43915
NLD,2022,31594
NLD,2021,17106
NLD,2020,11882
NLD,2019,15599
NLD,2018,12303
NLD,2017,5818
NLD,2016,10369
NLD,2015,28030
NLD,2014,6914
NLD,2013,0
NLD,2012,10406
NLD,2011,10406
NLD,2010,13034
NLD,2009,16228
NLD,2008,9743
NLD,2007,5840
NLD,2006,13068
NLD,2005,14617
NLD,2004,28419
NLD,2003,44635
NLD,2002,58134
NLD,2001,78496
NLD,2000,84416
NZL,2025,4584
NZL,2024,3559
NZL,2023,1839
NZL,2022,573
NZL,2021,711
NZL,2020,691
NZL,2019,558
NZL,2018,446
NZL,2017,391
NZL,2016,298
NZL,2015,139
NZL,2014,240
NZL,2013,291
NZL,2012,248
NZL,2011,201
NZL,2010,157
NZL,2009,203
NZL,2008,113
NZL,2007,149
NZL,2006,217
NZL,2005,370
NZL,2004,720
NZL,2003,1019
NZL,2002,1320
NZL,2001,1917
NZL,2000,2337
NIC,2023,124
NIC,2022,124
NIC,2021,126
NIC,2020,126
NIC,2019,126
NIC,2018,126
NIC,2017,407
NIC,2016,338
NIC,2015,126
NIC,2014,57
NIC,2013,15
NIC,2012,11
NIC,2011,10
NIC,2010,15
NIC,2009,0
NIC,2008,0
NIC,2007,19
NIC,2006,5
NIC,2005,0
NIC,2004,0
NIC,2003,15
NIC,2002,15
NIC,2001,15
NIC,2000,10
NER,2025,50004
NER,2024,51959
NER,2023,35570
NER,2022,46705
NER,2021,16501
NER,2020,3285
NER,2019,37896
NER,2018,3547
NER,2017,278
NER,2016,61
NER,2015,103
NER,2014,103
NER,2013,76
NER,2012,99
NER,2011,113
NER,2010,11
NER,2009,30
NER,2008,22
NER,2007,14
NER,2006,18
NER,2005,41
NER,2004,32
NER,2003,27
NER,2002,42
NER,2001,442
NER,2000,442
NGA,2025,18192
NGA,2024,30744
NGA,2023,34170
NGA,2022,1623
NGA,2021,1658
NGA,2020,2787
NGA,2019,1032
NGA,2018,940
NGA,2017,8650
NGA,2016,464
NGA,2015,385
NGA,2014,848
NGA,2013,812
NGA,2012,1038
NGA,2011,1526
NGA,2010,1809
NGA,2009,1143
NGA,2008,1216
NGA,2007,697
NGA,2006,667
NGA,2005,407
NGA,2004,1077
NGA,2003,1120
NGA,2002,25
NGA,2001,137
MKD,2025,38
MKD,2024,26
MKD,2023,39
MKD,2022,19
MKD,2021,25
MKD,2020,21
MKD,2019,75
MKD,2018,5
MKD,2017,26
MKD,2016,15
MKD,2015,15
MKD,2014,1547
MKD,2013,1091
MKD,2012,518
MKD,2011,384
MKD,2010,149
MKD,2009,68
MKD,2008,95
MKD,2007,166
MKD,2006,205
MKD,2005,724
MKD,2004,1232
MKD,2003,2285
MKD,2002,62
MKD,2001,53
MKD,2000,0
NOR,2025,6280
NOR,2024,5913
NOR,2023,4967
NOR,2022,3313
NOR,2021,1268
NOR,2020,1083
NOR,2019,1507
NOR,2018,2246
NOR,2017,2952
NOR,2016,7505
NOR,2015,25274
NOR,2014,7148
NOR,2013,6311
NOR,2012,9317
NOR,2011,11114
NOR,2010,12443
NOR,2009,16621
NOR,2008,13593
NOR,2007,6641
NOR,2006,7924
OMN,2025,414
OMN,2024,420
OMN,2023,421
OMN,2022,421
OMN,2021,497
OMN,2020,330
OMN,2019,254
OMN,2018,254
OMN,2017,398
OMN,2016,365
OMN,2015,190
OMN,2014,232
OMN,2013,80
OMN,2012,21
OMN,2011,45
OMN,2010,13
OMN,2009,12
OMN,2008,44
OMN,2007,35
OMN,2006,0
OMN,2005,0
OMN,2004,21
OMN,2003,21
OMN,2002,26
OMN,2001,21
PAK,2025,119502
PAK,2024,198852
PAK,2023,61648
PAK,2022,38277
PAK,2021,13429
PAK,2020,9794
PAK,2019,8528
PAK,2018,5170
PAK,2017,3487
PAK,2016,4854
PAK,2015,6437
PAK,2014,5524
PAK,2013,5384
PAK,2012,3281
PAK,2011,1617
PAK,2010,2093
PAK,2009,2429
PAK,2008,2950
PAK,2007,3121
PAK,2006,2668
PAK,2005,3413
PAK,2004,8147
PAK,2003,13702
PAK,2002,1597
PAK,2001,575
PAK,2000,616
PLW,2024,0
PLW,2009,0
PAN,2025,4129
PAN,2024,8143
PAN,2023,8419
PAN,2022,8475
PAN,2021,11630
PAN,2020,12892
PAN,2019,17673
PAN,2018,13602
PAN,2017,7289
